customer_id,order_id,total_price
2FVX9,XMCJT,67.50
QRWD9,MCYC2,5.94
HM9H5,VFGB6,17.72
55ML4,9XHEY,7.56
IHON1,2VHIA,6.93
LYJMG,TD6J7,9.04
OVJAJ,YF4KT,34.79
1RBTZ,LT89I,48.06
P3JMP,TUVVM,18.30
WVT1V,X4Q4H,6.93
T3730,4DNIP,247.63
FY8SE,QVTM6,18.09
R0DEG,ZEPWL,35.22
HOQA8,H97NU,14.98
DPZ1Y,7N4TV,115.53
65QTR,OKZEN,26.48
EODBY,6MP7N,126.10
ETAIG,EMLVD,4.95
H8BE5,0VSJ9,26.60
RN15P,MKABI,30.68
T0L95,9URB5,11.15
D705F,OHC8L,61.71
TRAN0,UMWKP,11.84
SNXG1,EGF8V,90.52
PGK5E,GRS8V,79.10
1T88F,8M9PE,4.58
EYJ2E,DLV49,28.00
MLGDU,53I83,32.00
V2M4M,71HIS,29.90
KT6CA,QP3V3,8.64
EC1CB,BNFE3,17.64
P8ST1,4BUPW,52.57
5EGES,6PXZB,2.97
TUR86,MKOML,87.52
J388C,IR6Q1,16.55
KNBNP,WBVDZ,173.92
TRDVZ,S2XUF,63.46
S7ZCR,NJ5VT,3.08
AYETF,RDRKH,6.01
0FS6I,IS7MS,32.67
YE05B,IXLAC,195.12
8SWK5,BURQG,63.69
4Q0BV,QUG3W,7.16
MHEXJ,AP8PD,14.58
DFFWR,75FC6,6.88
Y5S1L,CFFUZ,7.99
YSKJW,Y2ES3,10.32
0SZT4,42ZCU,3.83
V94D2,JP29R,67.60
W8DMQ,OWK5L,10.40
ZQR2O,5QX14,81.44
EU1W2,QVUGD,53.28
6DZYN,A0FRI,32.28
R3WW3,PQC8L,98.32
113P1,2TK54,6.78
ETAIG,9MMK3,368.10
XKTE7,X7YSK,145.62
H3I7V,1PHLQ,260.73
RF1QJ,VC57N,43.38
NVXQR,94NPS,11.70
A44F9,A4SMP,93.80
GQPOO,AJJBS,18.57
2FVX9,QBB0L,49.88
7L5HP,KTGU6,48.96
EGLA8,PNS6A,29.85
KOXEE,ZT9O9,50.76
A4AW1,Y7BSJ,23.04
S4AEY,35YH1,40.40
7SR7J,T90PC,26.67
XJUVO,82KG0,4.22
F6G59,LMNTE,4.95
SDLE9,FWTUC,19.92
CYALX,D6LTR,10.62
VU48D,3AE0R,19.95
EGXWH,UKL7P,20.16
JUV9N,WG26D,34.44
HV56J,YKPXV,126.27
VMX4M,SW47D,71.40
GMDWV,IU3OS,35.10
X2MTK,G39CY,11.02
WJZ3U,IET72,30.80
U272F,3QCHD,28.35
0Z4UM,E3WA0,83.04
07GEY,XW310,4.76
XNX9O,6WWJO,71.89
49949,VNQDX,15.20
NR6CU,YC8N3,81.53
Z5AMU,32YK5,28.92
LIIYJ,3HYGH,1.71
RVYIF,A6TLT,30.60
9WC3Q,A2KOG,96.36
EHF9X,4ZHPW,17.46
00400,R2Z61,66.40
7BYGD,9ZMIK,5.59
9LNGA,TAEZ9,97.28
RF1QJ,RVCAU,9.00
BNJ00,2K8I5,50.43
SZ23U,V50DA,41.28
6KHRS,LPXIP,6.93
KBNBS,GX6RB,36.16
E680N,S29QF,17.28
OUCXQ,OCWMN,21.18
T39YV,35YSZ,51.93
YG9ZR,EUF1Z,2.97
8UWNK,RJFJN,74.25
6P5ML,YX010,3.76
8WQC4,94YN9,59.96
YEEDV,H76Q6,8.85
DAOFJ,CR00G,27.09
UZ98R,XA7H0,15.65
WXPY2,DQNDW,95.12
YUFGV,Y4LWR,31.96
RACZK,RR7N5,19.62
J1XN6,MC39N,10.25
OZP2E,6JZ51,51.30
0N7B6,JWZR8,9.80
A9FZY,8YTVE,41.22
7SNQY,7UEVW,15.35
C32YD,22IMZ,94.40
TWA8O,KSWG5,155.82
7MVX1,WEA9R,160.11
RRO9P,CL1HH,23.85
6PPN0,J696X,6.20
JNW0O,10O4H,21.63
66107,O8049,170.52
20BWZ,QQ7DY,8.72
UBD56,06FAI,4.51
3D0PV,WKZK1,50.42
85VRW,3DBOR,26.82
1YREC,OF7RQ,11.30
J0O6A,4LV67,6.82
QNBDK,1CVNE,20.24
LMFUR,30E3Y,20.08
HZO7P,4HQJU,30.24
U7JB0,SF9JQ,9.62
0N0OR,UJ6U2,17.04
SWHUZ,TXBR0,103.47
CMWO8,4MQQA,68.16
WJKQE,VWY7X,7.92
SM0SC,EUN04,9.08
3ROM7,MIEZ8,43.74
0QAIQ,4U2WR,88.12
P4QTQ,MEQTV,36.20
VU48D,2H344,23.10
Q9A05,EACP8,225.63
NRY83,F0TXR,22.14
RRO9P,7F6Q3,44.00
MAF0S,DYACI,26.16
LFP9N,G4DLP,38.72
RISDK,VM0FR,15.36
O8M8T,FNRBQ,3.43
LBE3H,T5BE1,17.44
92KQS,BEUAW,43.79
F2GOD,5FI8G,8.95
SZ33U,Y6VCU,17.07
T0L95,MTG7Z,4.32
O7TE2,GA6TT,17.55
XLIFH,7HAKP,73.26
FUFJN,0YRA6,18.32
02C6X,X2R29,14.47
1GBVY,0XHOJ,9.16
8V9UI,N1CI1,50.20
6D4OX,G4I97,2.17
23A78,DGETL,19.14
XUCY4,CJXVY,10.12
0SKV5,1S5SN,109.24
XLY70,JH4FS,20.49
Z9512,4LE82,55.17
SYZ1X,HOVW5,59.96
Q94DA,1VL4W,34.29
9VY80,388LF,47.52
5RZTU,MHTTN,77.93
A5K5Y,P9N2A,28.52
JMM46,F42IS,36.45
Y24LT,B6HVM,16.45
2QZJE,TR5LB,2.97
LS35A,A01WP,256.03
3WKCP,AT1HT,5.94
2UBZ8,QLW7E,48.70
CU0NU,0N8V9,11.82
F52LT,I2OKZ,36.84
91SGB,YD8DT,57.35
BZTG2,G51BK,26.04
Q4HY8,9O63M,72.70
EA882,8X8ZY,68.53
ERX5N,Z3VKF,239.10
IZ7H1,2UJJ9,11.25
CZF44,98I34,10.11
HY7B2,HO796,21.68
TRDVZ,7424L,63.27
4SA2G,JMGZS,44.75
CSZGS,V4594,138.34
W6MRS,Q9OOY,256.53
WYMU6,ZUMBA,6.93
10X50,N3N3W,47.44
R55WP,4L280,47.54
25M7P,FDEZB,15.90
OKNGF,PJCW4,204.11
KXAUG,2V89O,4.95
80LXS,ZSCZU,27.04
TV9LI,VYLIW,57.96
38TUV,YIU1P,204.66
M8VJJ,CDAXI,39.84
Y9JPE,F0TOJ,46.08
7PB94,HAFDP,24.30
EV8LK,7VXCA,199.52
H2O2Z,K2L8U,291.55
KH3JQ,I7NLB,90.31
IBWSH,W75NO,435.53
8AVVS,4KRJZ,29.94
V4J45,5MRFY,12.86
7A988,CKNFD,66.85
DJ9Q8,AFPDV,12.42
XXT85,GZ20R,223.20
TVQIO,MH1IQ,162.05
Y4QGH,8CPI3,1.92
K4W5W,ITSBA,35.56
JULS6,N7K99,46.24
N005F,QTJVS,55.30
26CVS,BQ8SV,35.46
7AWU1,B3SL2,10.36
KKB66,563XN,5.84
0Q13A,ZWIYC,185.10
O44TN,B2DO8,9.90
GTXJU,2JTS6,4.19
2VTRQ,PPQAR,66.60
F3QNB,Z48IL,80.64
T3JRZ,YS2KY,10.60
93TH9,8345O,7.88
SNXG1,QMH21,79.66
EGHVN,859ZW,18.80
IANX5,E1LPA,88.20
GS88G,071QX,37.38
AUK2M,KXWI4,39.00
KBNBS,VRFEZ,13.86
T3730,R5V0X,1.98
202X2,RKZCK,4.84
7B962,ZJ6Y9,11.67
FAEQ5,LW5QX,4.48
D0PPW,8EFWE,44.46
XRUHK,FH3QA,38.16
NGFRN,NMT54,15.81
Y6XVK,4BT5G,31.42
8EYYL,JOA6O,3.96
3Y83L,BVBWJ,5.31
7HXUD,3JIQD,8.88
RXYSA,YGE3H,45.40
DT13Y,7J9TO,11.94
LFVWA,W9ZYD,14.60
L3Z3K,OI0HS,46.08
TYTXT,AGA83,63.42
HZUF2,580JE,43.74
23FD9,CL904,16.79
TUF4I,Z3QRM,4.74
QYP5I,I51QO,9.46
648Y1,L6GAO,66.60
F7YTA,A0MBP,21.36
FOAYZ,SDW2B,53.53
0RD22,65GXW,200.40
MXQDW,GZ8FC,120.47
UVVW3,COUSM,61.92
99NKZ,G0PAM,67.28
U6FGU,0PEKM,13.44
XMAC6,0HNHZ,26.55
G341K,LQEUK,23.20
VIS1M,KJ5PR,5.93
EWVMH,EKSWR,88.53
77DVH,ST1WE,6.93
U3YPO,7VOI0,8.91
RA2FG,W8OW6,38.64
HV0E1,KYP7K,33.66
PNTR7,W4URO,66.48
ACKFW,54ED2,9.90
59WZB,NGTB6,151.24
56318,MLP71,9.81
0XWSS,XH2IM,47.04
VN08F,KJJ8B,43.77
52YCK,QLX5D,15.66
VHRYP,B7CAD,11.25
QBKC0,FL7O2,18.75
K5PPC,ISWWS,83.73
X4DPG,KLHNA,3.22
ZGRHM,H5UE5,13.28
OFR4D,E8LAW,18.81
9BIIU,5EDNL,105.50
CHYB2,1P2AV,6.76
480OC,EZAI7,9.90
LBG85,EDPQF,21.48
4P9F1,KNFSR,115.37
QULO0,Z56PY,8.85
6E25L,VHO7Z,10.40
DAOFJ,UBSK2,11.61
1QOHW,78U39,22.90
S4D05,CEJRK,183.54
81ACZ,W8FM1,82.83
SODVR,NWX29,13.40
3DF94,7ELF7,106.33
W0HIQ,DODEW,22.92
89RZ8,IJUXG,40.42
LKAQP,TSNGK,37.68
FI4GH,6V2GS,217.35
P3FPZ,VU07I,68.70
N57J4,89KPA,14.70
JKCG6,2R4F1,15.85
1FGUF,O4GYQ,157.21
A26ST,OTY8U,8.76
6PI7K,H7XAX,1.98
IE6W8,J5EFD,17.04
IKH81,IDGFJ,26.73
62IFY,05LAW,35.96
WU4RA,U5UCE,15.72
VC9LC,3UN3O,46.56
BA57Y,P9F5P,9.90
X3Q6P,L1X8G,5.55
PYWOH,FK91Q,18.45
B8WJY,WQVLS,16.53
6D7T3,QI3CK,171.65
Z5AMU,59K4X,8.91
VXP1R,40AEF,119.92
24MWV,6CX9L,47.25
CHAIU,JS08M,51.56
3G2FI,Y4CRQ,5.72
Y6A6U,7RGLD,95.54
H2HRN,W7DGZ,1.54
JBMUS,XB0B2,1.98
0BEDK,WIC08,28.30
23A78,3VEMD,153.47
OUCXQ,F7HZ6,34.38
5XTXC,3P8ME,29.61
YI8GI,MO2VZ,47.09
25M7P,BD3AJ,84.81
RV7ST,2VUTC,51.42
KUGE3,ELT64,5.43
FEVW3,3J78Z,6.24
TOC4X,2XB2M,99.14
EJWGW,RIS7C,54.72
XJJP6,GVBRD,4.98
33QBI,P2V31,15.52
1GKXA,3TYUM,206.37
EBV11,4P6ND,51.95
QVBS0,5LSJ0,56.80
QQQBA,TUOAX,44.10
5HHJ1,JM6EB,65.37
AQDP7,J6AP0,22.10
9L54W,KCNDR,21.12
OO7GR,9OMUP,8.33
4ZFYI,LIGZ8,20.20
Q69KK,6KCH4,16.26
DSTK3,3TU3G,46.06
N8L9L,00WQ5,155.23
040OW,YKXJL,166.30
73M0T,5ROSH,3.59
QAMES,KIG5Q,12.33
DG2JW,Y6BCD,2.97
YE05B,3OZMB,20.89
UZTAZ,T1X26,185.96
GPIMB,I34E7,189.80
P9FXA,NYU21,74.30
GMLU5,3APPF,5.17
8UQR4,PETML,11.04
2VTRQ,WVTA4,148.36
I1UNY,XMDZK,69.23
FCJ0R,JMYL5,49.00
4V7LF,DJASX,21.00
UIXGA,2PMOA,15.89
704QC,80B3N,51.60
QADNH,6RV3U,14.78
4VAFQ,91EIS,32.45
NGWMP,O5FBE,35.46
53FDO,CINLN,6.44
1MK4M,ZPB3W,181.99
ED0SR,3S6FD,14.34
DW2AJ,SURA1,4.95
R39N8,C52AO,6.00
QEJLS,YI2QK,12.60
JT5IB,FQOZA,37.44
SOEPE,GPIWF,106.75
BCO30,DNQSO,13.95
VMEXG,OUGOI,89.73
EDIHT,NK228,31.50
Z7M12,8VTGR,27.66
T91WI,Y3FVE,0.99
F3QNB,D7C4I,18.30
MVNN0,XITH0,2.97
KFCOW,MHPHS,225.25
CM10S,B9HA7,13.40
HB0R1,NMZ3R,39.63
PYWOH,7BUPB,3.21
FXLJD,U9ZP1,167.09
VU6GK,1ONUW,0.99
DBU59,LP5W2,12.67
6PD7A,3ZMJS,30.96
ODC3W,7IVP8,31.32
GPIMB,AIFDP,55.50
0GNDT,LPQ57,8.79
5E8XN,J7AOY,8.08
WETX0,XIZRE,4.04
JU4V4,BITBE,21.87
TQO3V,SCGJ9,5.94
L6BWX,F3F2G,68.82
6WTJ2,FL4A2,41.04
XCNZP,HU32R,150.43
FYWOA,G2LF5,52.50
U52Y2,7KJGC,16.83
JTOB7,BR3H3,11.04
ODH0L,VJMB3,16.26
JMM46,J7HM0,26.80
TPYL7,2L6HS,72.90
PVULY,S7B38,126.31
48PVJ,C9AZK,32.50
80LXS,QQNHE,86.50
ASOVT,ATI1F,8.72
8CVTK,JUKCG,49.68
XYNMS,P10R3,10.64
P5PGZ,TI57S,34.75
5HW4N,E8YHJ,4.81
QY0AQ,IWO7K,77.07
O3OBS,QTHNW,41.78
JNF81,HVKAL,8.67
JBC33,UQ4ZY,29.06
5WURH,OUYM4,81.76
1TBWL,R74VA,95.22
8WMW9,SBUH9,4.12
V5N8C,9IT6O,135.20
P66S5,W92TM,54.72
GMDWV,LLMQI,16.65
QJSQJ,GTX3B,27.05
6NIA4,B25ID,31.70
EYNR6,8EFUC,20.32
G5A2S,EHMSN,39.27
87DJH,4QO51,16.17
J3IUE,R7E2V,76.10
IKH81,SQ4VF,121.05
CF0AQ,K436L,28.48
92FT4,BGGOZ,5.94
XCUJX,8N32U,58.87
HJ7NF,3NZOT,46.26
7ZEZ2,JVZ7Z,119.78
AIX97,FISCH,18.83
9LNGA,XN3M0,67.38
Z08DT,JQENH,38.70
8YNMD,1212U,57.49
CBBXD,M820I,51.20
VW0EX,Y89WY,67.65
PL7MN,890DA,24.15
76KCO,QNMZS,39.60
4IOJU,31H4K,8.16
PZ7EA,W4OAM,1.12
W8G39,R8WSN,165.00
98LWI,6NMK4,72.51
577DF,1P2G7,99.30
7HXUD,S234N,52.92
0EFML,C7KV8,41.80
3Y1P8,P6ISL,27.23
L9PZE,5YBK0,194.40
H0Q3F,EGFF6,32.49
6GNWQ,6NRUL,44.59
GYWC9,GGA4X,8.91
7SNQY,7N4Y1,10.62
M3UCL,YVNHS,7.92
Y9JPE,RT0GE,77.31
KYHPH,FWN6F,95.55
DTZUY,RUKSZ,46.40
LL650,F6ABX,14.75
T30QJ,DTQWZ,19.48
4C4VM,J2DUR,86.31
VTNVT,71UH9,207.68
P7GTN,9HEQF,70.80
JDOEI,MN6MS,44.13
6XCXS,14VLX,14.61
30QPA,F573K,20.46
1YREC,TMIJ4,304.02
0XLAS,70YP8,60.85
1I35T,XBEL7,132.24
JDXPX,SFFCP,54.76
0S0Z5,C94O9,0.99
PFQSS,5BAH8,65.04
91VU9,CJBQD,97.90
4L1F3,SZWXZ,22.20
65ZH1,WJS29,27.90
67LDL,Z8MQ6,8.91
TU6DB,HYWRH,8.46
TST61,NGPJH,5.04
PVYGF,UTQ23,48.72
BJ750,UVNTR,17.24
NL4VD,MHH29,44.20
I1XAC,BPMBX,72.64
D55TW,4S06C,3.76
ZF6YW,4EMI7,3.75
87LD6,Z2M9L,83.10
VL0WF,SLG4Y,50.38
P479O,X1NGY,82.53
ADV62,YCIHP,53.60
1GJPV,UNUWO,11.24
T49S9,7VCS8,76.60
DNSQR,SOMIK,101.34
TQW7B,UXNKF,9.60
AM6PM,XCDU5,1.98
MD49I,YKEUQ,26.61
INYP0,YWABT,34.48
O139N,FLVNZ,46.20
8H52P,K66OD,10.98
JSX1I,1PB5X,6.05
XEO8W,CUG51,48.30
UWZDF,UH2NW,48.16
KJCO8,O5TS9,29.47
XFPZH,D5XFI,37.40
NMWTU,OGVDW,44.19
R3RX5,5JP5Z,218.44
LC5EW,8ZZLY,2.34
RMGGV,W97XP,52.32
N25U8,JR1W1,12.30
RUBIO,H29WM,72.68
O15SU,HPAM6,2.38
BMQNA,07X0H,43.14
C0MXQ,IKDNZ,12.14
054AW,J994T,21.52
UCYS8,FNQG2,68.63
8VJJL,7JZY3,20.15
EZP3I,HUENL,10.92
16EMA,3KU8R,95.60
HUFJG,OJ8WL,20.08
4L1F3,9LER2,35.73
4TTSS,HOI38,55.56
O82X9,QSKRR,208.26
8Y0Q1,JQONI,146.97
R56RL,4ZCQ3,104.40
R9YLM,0VVYN,47.60
NQ93S,Y0AYY,155.19
9A2U1,9875S,16.24
UOTK1,T65N5,2.01
Y1UIZ,GWC0S,17.92
SK4KI,WX0YE,49.76
C2DZS,X3R1V,64.17
BEQYB,PVL43,57.34
24590,UDK7R,59.78
5XKEO,0UZOY,21.12
NC3R4,CAERB,174.77
XHRE3,IAVJG,31.56
49RM2,WNFFV,46.24
Y4QGH,MJ0VI,33.55
4MSS0,TB1M2,4.74
VN2DH,4OZ9K,43.60
Q6YEU,BUQ66,6.28
15J08,COF4V,13.60
HB0R1,R17IP,34.29
4DZTJ,EWZ5Y,5.02
XTW5D,BR757,10.53
5W61H,P0KT7,19.20
EIGF6,4WUE6,25.34
LKXPT,SWPWT,69.72
PRIFU,9PF7X,5.10
2L8XD,9L1FN,8.64
J02XH,IDUP6,60.93
0SKV5,ETC8J,20.08
5A9XT,2XZ22,11.32
480OC,DJ7MO,134.10
VSH0V,TQCC8,94.93
WEHL2,MGJ6N,139.14
6C3RA,T2ZRM,9.68
SPNQL,ZKG0Z,25.20
L9X7F,QK699,20.25
DE6RH,HDUK5,8.25
N005F,MC1Y2,23.85
V40NK,5463T,12.08
48PVJ,JEDLE,12.24
WXBMH,L8BJ9,16.96
5H31M,O1KY5,11.06
O9413,DAPPV,4.95
TGLRH,KC41K,118.41
VC9LC,0FEYC,56.78
16YH6,PGUVA,42.06
J0WKK,HWB1J,68.41
ZF6YW,Q6AD4,15.60
9MPOY,MX2EZ,37.30
K2H7R,XNNWM,9.75
63IPE,SZYGJ,30.56
G5A2S,ABPM3,37.72
MLCY5,GNDM8,6.20
OX9CX,42UQ2,69.39
Y3WYU,J6AK6,36.00
0JPK8,NGDKG,29.79
LWNBX,5A04U,134.88
9R1KW,O57EB,17.41
16EMA,2EWCT,31.68
93V03,9I816,36.04
9BZ9I,SVB43,16.29
H5QTV,0QTR6,12.11
EC1CB,WXFI5,72.91
YI8GI,5JC46,21.60
XLIFH,OZOK2,57.30
O1XUH,NMKBY,29.52
NYHZC,KOWWZ,41.76
VXCBI,G5YP5,50.52
SO8QM,AUE2Y,16.08
7ZE3A,G4Q5S,2.89
QQQBA,T3TD1,70.10
8SWK5,9W2T6,45.00
PVPZ3,OS2SK,36.15
DE6RH,VMMMF,105.10
TQV0P,W4AZC,9.16
HF2M9,PT3B8,21.42
C8L48,20ICA,138.50
0NOQ8,8FZYT,71.64
EIHL9,D5O9H,10.94
35LK9,LP05N,187.60
FFGM6,OS69B,18.45
4J7O5,ECEQ4,29.40
4T7M1,5OT1F,16.65
MX4GO,NVHN9,78.38
7XQ3I,NCISS,57.84
4PVI2,E7EG8,15.57
8VT5L,FT3ZV,40.62
0YWAS,D7GFK,11.67
JT5IB,HWTRN,64.12
47VAV,GJGEX,6.83
YA1SW,8YY2V,11.84
GPIMB,DUV1G,9.03
UB1BJ,RZ4B4,15.16
VWX7F,E9Y7I,19.86
0FS6I,B75RC,81.22
2COYE,9S6MR,25.84
94WVD,JFLDD,206.70
DMQ5Z,GSGAY,38.60
GTMVH,9X2EU,7.29
M5K96,5DG74,64.60
HSSKD,EBKPW,27.06
UVN6O,OL52A,4.47
BNJ00,4FCBU,22.24
ETDVR,GQZL5,128.25
2XKNW,KQLRL,16.44
DDH0C,UB6P5,15.30
SWQQY,KQWPN,210.49
723LL,FJWHP,26.88
SDG2W,H25J9,16.72
DEHVT,Z73XV,186.30
XEK24,9EPAX,6.93
EKK2Q,VJDQR,59.78
NA40X,1Y1EV,40.32
O9DE0,P3ZXJ,68.13
IVAK8,EB9IO,3.50
RA2FG,63JHF,95.27
ZM9TY,YABRL,28.05
Q6LY0,9SJDY,6.93
YO3ED,E1RJD,12.55
AWKZ1,TNO5M,30.86
TXYVV,E0MQB,40.18
JAJPL,6LP0H,87.06
G4VZG,UTW39,11.56
Z308T,ICM12,29.01
069NJ,E6OTH,12.12
78GPF,W6WZL,37.80
LDP2V,NK428,142.45
0JKLY,KW8XN,157.28
C7TIU,YQFDJ,263.15
ODCSN,KJRJS,35.63
S3DHH,4L01U,10.78
5DX5J,9N9BU,92.04
G4VZG,JU3JM,66.90
CEKY5,9I28I,115.04
9I4E7,MVX9S,23.64
DSTQ1,7DWPF,6.62
BVNDW,LTBMP,55.17
K9Z5H,ACWIF,53.97
L11T4,2TJFR,28.59
VWX7F,A3R4E,194.33
4VAFQ,DGIG3,23.65
X307G,AE7EI,0.99
23X9U,G8QBB,10.72
J00KC,LUMIP,9.72
A0AV5,H5RPA,40.20
UBYFJ,QD07L,137.35
9TBC0,HEHU8,10.21
VC4HH,JSYHZ,120.29
HOGTV,9E252,83.60
SHJY0,PTPV5,195.56
6BG4S,UWUZP,30.78
60YCD,RS9GI,7.54
KMSQY,V4RQS,15.21
GM38A,EI4P4,84.54
LG0NT,JE3P7,31.50
JTOB7,VI8Z4,54.96
3K3ID,NF91E,69.52
EXFCK,YNOL9,35.32
QXK0B,62WTB,6.80
QQOOT,DJTJ8,45.78
5IKPN,KLQDE,284.40
UB1BJ,91M0C,4.95
983TY,SWG3M,31.32
CJ9UL,IFWUB,51.78
T3XB1,KXEFH,66.06
5ZXST,4ETNU,119.44
7XQ3I,P035F,29.34
WJ0IX,SEWY6,37.20
PSS4H,3AGZW,32.16
PY39U,UA5EL,34.79
J31DX,VLFT0,33.44
LO3CG,DF5VN,59.00
113P1,FM1DS,24.12
TZA1J,6A6W4,31.05
Q4CAC,WAY0J,113.04
R1JUJ,ZY8V6,4.95
6RXFG,TA8C2,56.00
GO8CI,NRVU9,25.68
8CVTK,NM09E,9.36
9YE3S,I66SJ,43.52
EIHL9,YH038,32.13
PE5K0,YDSPU,4.40
YNKRV,0UZ9F,77.70
Y2VUP,68ZC8,111.44
SYPQR,IDSDP,120.00
FDB35,QZSSW,33.72
UIMGB,PWA4O,328.68
4KNP3,P0KAF,196.16
QW2XN,NIVJV,17.68
0CKPE,Z45YW,1.98
G8JA3,XJXJ2,189.36
13D76,083SL,3.96
U5POR,WJ0NE,191.00
JUMN1,L8LDB,77.21
CNFT2,0POK9,29.63
D9MR7,S6C9V,51.32
ZP9PL,6KQ8R,39.20
K42O4,CIXOW,9.84
9R8KA,JE58B,55.68
OTJ8K,M495S,30.88
VAVGS,82D2E,21.77
3XQ4G,LDRB2,2.33
Z5LKI,6I70X,15.85
6PNEP,ADSV7,49.32
OV4NL,VRAMD,163.59
JDG3M,Y9BRS,39.50
HPAQ6,6MA0W,58.38
TYKGO,BXEJP,156.02
FN5MI,CX5HD,12.32
M0O6L,G3OH2,115.23
0MQFH,CK4A0,222.96
52PJL,M3J4F,51.68
ARGSG,K1AG4,152.64
290HO,N6WCH,211.99
SM6DW,TLMPE,8.64
HZO7P,JTZCP,92.46
MCM2S,3OA4U,14.28
9BZ9I,4L1CX,68.20
HUZOR,GYKC0,6.88
Z2TIS,J2L5B,16.56
56318,0ASEL,16.92
PICUV,ZSDYI,28.14
BL1LV,Q6SKC,11.64
WZHBO,Q35SB,35.73
MN9JT,IEXEF,21.48
M4XIF,IQSR3,23.82
X307G,LK3ZZ,426.05
7ZEZ2,KH8JN,4.95
P45BL,3J4RI,1.42
BP2ID,4M0WK,17.68
MIWF5,Q2C6W,97.65
JSTWK,FQXFA,7.06
RMGGV,8OE3X,67.80
SM0SC,KQOK0,5.94
7EXWH,D9MQO,40.14
J0O6A,P8KKL,28.72
PAYC9,ZJXSY,41.12
7VXSX,2QDV2,9.99
FE1G1,L1CEE,116.40
J7FHI,AIX3B,8.91
NWX1G,KPSQV,62.70
KH3BK,IMVMJ,78.00
9SML8,30C3G,16.18
4MSS0,6WV5U,29.09
JAWDY,LI9BK,103.73
8T2WF,EB91R,67.79
OHZJ1,4RR6D,1.98
EGSSJ,VHAVI,91.33
A5EGY,I4FOK,122.24
M3UCL,ZKA90,22.60
8ZW1G,97KV7,87.90
6V6E2,2HSWN,85.06
EGSSJ,TJJY5,98.60
EDIHT,2C99G,12.88
LDGAV,IVMLE,8.63
M5AL7,Z5C0N,14.48
W757R,RYP49,50.76
EF649,JZ0LK,47.80
BQMU0,ASQC9,37.24
CYNR7,VUL06,82.88
XMKU9,RGNFT,28.42
MQD30,G57K4,7.92
W64PV,G0AVN,67.84
KWVWH,R9PCT,65.92
NBGKB,AEZHH,89.60
WZHBO,T0N2J,21.84
R1JUJ,609SC,1.02
0YGUD,QTNN1,51.46
Q3GD0,5QU91,60.66
KUWJ4,2Z9HV,54.44
C4FK5,YDCPU,43.46
CNPV2,M0059,0.99
176Z6,R68IE,15.42
U8JUA,DF8V6,160.79
74LYH,SYB03,7.14
XMAC6,6SB72,95.29
K4W5W,WNOHT,4.95
3B9HN,RYBGA,8.25
0YGUD,Q0VWB,102.27
2UBZ8,ZYZZE,78.16
L6UHN,HE832,41.31
5XWWE,Q4LWV,2.85
BIWA5,Y0PIQ,10.50
HF2M9,4H9AL,15.01
3UN1N,ZA505,19.54
BYCXN,V6NVK,24.01
1BYHY,ZW0FR,7.35
KYNVG,88EA2,20.64
A91V1,6KCJH,144.16
VPI4K,LMIHM,50.31
4DZTJ,BG9IG,2.24
4XYXV,QAI46,8.56
LWNBX,ATWOY,15.36
CFZVD,5OXU3,210.84
8AFCN,ASO5S,4.59
1E7Z9,L05R2,16.44
8UFC3,V71PK,121.03
CZF44,ROS73,74.01
QKJZ6,GQTHS,12.00
Y92HB,0F5W5,27.40
5WPF8,BTQLF,33.28
KMD2W,1NQ15,53.55
R6M1Q,NUSD3,27.06
DJ9Q8,KMAX4,95.58
NOHPQ,5AWND,37.32
XCUJX,VLJHG,37.98
TJ28B,NNDIC,131.94
CVQII,1JKKD,260.08
NOZ94,1XD7V,94.68
EFXQM,CMBWS,22.23
D82YU,DPXDQ,11.76
53R1S,6P4HZ,123.95
B1ZPP,KD0MU,155.49
GQA26,USPXX,20.70
6D7T3,RHR9Y,21.60
GA4M4,VLZ7I,4.28
PM7HN,CU2FG,12.40
LKAQP,Q6ELP,25.53
IP4DN,FYQ0S,8.08
4DASN,TXY6M,8.36
RH155,7D5GA,29.04
BSWQN,XWFRE,40.48
0FN72,PIDEP,36.00
75CLD,0F1YZ,23.52
FGUIF,7SXWN,29.20
6RXFG,4A3IO,47.35
XTEB4,00OI0,122.62
GPIMB,RCK48,4.95
HNWSK,AB7DE,14.40
KNBBX,XTXA9,7.35
8EYYL,XQIAD,0.99
A0FJW,BVHDH,12.36
B2ER9,MPI67,48.47
RIOJ1,VSWK0,21.00
6P5ML,RMDX3,14.27
VWX7F,5EAOD,90.75
V3ZCW,DHKN9,4.32
W0S1A,WQV8M,108.48
W0HIQ,T0JS9,137.24
HZ7V1,8X6WX,67.32
3U5KL,UUI0V,25.28
W697R,2DHMF,14.16
LP6GT,G1PQD,43.08
SO63F,F09ZI,18.57
BOO72,YE3XQ,10.70
NYILX,1O0EB,30.42
AT9JR,2FUNT,24.12
1R60L,CJ9IP,46.71
PAYC9,6BRW2,10.56
BMY67,KPSIR,10.76
CYNR7,R0IM7,44.42
YEG5I,ZYYUW,217.85
3EF0Z,QLESC,27.18
713MI,SJ6PQ,77.76
DE4NG,KGONX,11.60
X681P,CHJZ2,4.02
4WNP5,F10YG,93.87
PX13L,FBMH7,7.92
SH5UQ,8CR3C,4.91
7GXI9,K97VR,11.30
0G8M4,R1VHT,13.57
B1WJ5,EIDUR,24.72
