shopper_id,order_id,item_id
QXM28,77B6T,BOXOL
IJPJZ,BZNRP,NFCFM
8D763,D4EPI,HGZX0
8D763,D4EPI,F0AHJ
XD7BS,7G1XF,IYAWF
XRUHK,6ZBGQ,HY4HJ
BRACZ,1OBZ4,NY7LM
BRACZ,1OBZ4,7GUI3
75UQU,T5ZYV,6TLWD
R9HR3,GQ6MT,Q64BU
LNXLF,AXTU0,4EE23
7A87O,GJP6P,NR0UQ
RUQ46,3XFK4,C6BC7
DLM16,2JDZF,PW8JZ
DLM16,2JDZF,GUJKX
FOQZV,2XSQ8,8TJW6
AWCA1,B0DAA,757GB
EHDIC,7VDOL,KCG57
QEEUO,LSJZW,DQEY7
QEEUO,LSJZW,Q0N1K
QEEUO,LSJZW,MPEHC
R47CP,1F8DN,H2BFS
R47CP,1F8DN,GS5YN
0Z8N4,AVGJC,Z2GTJ
0Z8N4,AVGJC,NSYF6
5WURH,6DW4S,6JPR7
5WURH,6DW4S,XX1CX
53JXE,VQ59V,5STBG
W90RP,8X0E2,P2ERE
EVM16,V41CQ,2ZIJW
3CMJ3,79FYU,OX7SE
RSCP9,Q5NQB,93EXD
6CZ88,CYB9F,N0T4G
FQFAD,D4E9B,M1RSD
HQICW,I6DSL,SV53X
WTJMD,V6LF3,GSQGJ
J02XH,P4I4O,OU60S
1E2AK,YADTY,9JSG4
ECOXA,S4FBE,EOMG1
GA372,F3NSF,9L9C1
KIGAN,ZBECW,1KYI7
3JNFB,OJEOQ,MROAJ
X1IIA,1UM76,9Z4BR
L9X7F,A3W4Z,5W3NC
D4ZJJ,QMIL2,0PXNZ
8O0WG,U46VJ,KWK19
3E6EG,1790V,BAHWD
4H3OB,8NVKR,5BYHU
4H3OB,8NVKR,WJPMG
4H3OB,8NVKR,6IPCC
LI1MW,965KN,U2497
LI1MW,965KN,HQE72
DHT4W,8F819,DZJIG
9AM40,73E5I,ZMSHC
9AM40,73E5I,MVYHN
GU88F,TM70Q,OU5BT
JSYOT,QA7HZ,ROI8N
AZJ9T,G99TI,AZJE4
SK7MK,KZVCC,DG2CP
Q8VC1,X01Y6,4DO5B
2Y183,HLB0G,MYFAL
2Y183,HLB0G,RG7AB
2Y183,HLB0G,NJ6LR
2Y183,HLB0G,1IS21
2Y183,HLB0G,JRX8L
2Y183,HLB0G,DV837
28VDN,UK7WH,GZNQJ
D4ZJJ,HXAIK,CNMW4
D4ZJJ,HXAIK,M251U
GSWLM,3K35I,FY117
ROZ39,S4PSR,KJU12
ROZ39,S4PSR,EMNZU
X8M8Q,7WSJ6,7GOZF
X8M8Q,7WSJ6,7HWTE
7L6YL,FI4A0,3QRR1
SJ6B9,ZDTYI,DCSQ5
SJ6B9,ZDTYI,9MSWV
6F37X,B1CH8,YIIGR
YUQSE,QDFZE,1NF59
DKMZI,C1IEE,BU77K
KMD2W,FQKBW,136JY
RQCXT,XD41K,X7KDN
Q9IV3,LQM9P,ZRJC3
SE90A,UT0R8,K8BLD
SE90A,UT0R8,CO3TC
LPT1R,UYQ8I,NKGAA
D9XPV,R508A,EDX0T
B9F3A,A1ZJA,OM6HP
GQ4X5,5DQ4L,JKJB8
6YGC3,364ES,R3Z0X
DS39Q,WS6QH,VUNEB
DS39Q,WS6QH,XGJCX
0CZE6,7WQLC,E39EG
ODC3W,X6RD5,KCPBQ
ODC3W,X6RD5,FSR32
2DAER,K3D0V,L1L5E
NM40A,HAOCB,POIF6
NM40A,HAOCB,0QQOE
VK3RS,QDP6E,ECXSC
VK3RS,QDP6E,FD1GQ
VK3RS,QDP6E,IFXYS
3KPKZ,ZB8JT,299RU
3KPKZ,ZB8JT,E2REW
3KPKZ,ZB8JT,9JJ7U
3KPKZ,ZB8JT,QRTMA
3KPKZ,ZB8JT,MN6V2
YSOY2,UIXF9,UE7G4
YSOY2,UIXF9,LUCJI
YSOY2,UIXF9,HM1OK
MX4YW,FBKAP,RXUMY
MX4YW,FBKAP,XPRZ5
1ZB21,02Q7K,6Y6BK
1ZB21,02Q7K,K4FRZ
1ZB21,02Q7K,D9X46
1ZB21,02Q7K,DSECJ
0Y5OX,WVQAF,T8F3D
RP5FU,1A4AL,Q4SG1
KFCOW,T2L9G,6LTWH
GJ1P8,SBROR,QI54Z
RL94X,FG3R8,R1XP8
UNWNQ,G2LIJ,KU3LZ
C0CRZ,TV737,1X3X5
B9F3A,8DBPD,8I5X6
VLZPH,9D6TZ,R5R2N
Z6X8K,1WBXC,4HGQW
QK8J3,GBYSE,BVX7F
7RVJN,HDHBQ,4PDSJ
9N633,UV2K4,P47M8
IMF2R,VQQO1,6VUO9
0CZE6,FAG8A,DRHU1
0CZE6,FAG8A,MPMCT
AXDVR,ZK41O,S7Z0F
AXDVR,ZK41O,Q8RXR
9MHZK,6V2NU,8D4OP
0FS6I,GFC3P,MOYVM
XQ4LX,59R7L,4MQPB
XQ4LX,59R7L,DOPRO
83541,9RZJJ,YIXPU
0DT9P,E9HIB,CNX0A
7KIHE,H0WG3,AHICH
SNZVZ,WNCJM,MJDQQ
0DT9P,T0SN0,O4UQ4
0WZ0J,B6ZOM,DYBPY
0WZ0J,B6ZOM,GYDV4
TTGZ0,2054K,BE4XL
YGVB3,7HM0Y,OS7U7
YGVB3,7HM0Y,285A0
YGVB3,7HM0Y,ZNPM0
3S3RA,COR1K,85DWJ
B9F3A,N3GKV,A1KL7
B9F3A,N3GKV,ETY4B
0CZE6,0USDA,ES83F
0CZE6,0USDA,0OO73
1ZB21,E3PKR,JR8UW
1ZB21,E3PKR,2XNIM
1ZB21,E3PKR,KSB4O
1ZB21,E3PKR,WRZQ8
LYKT0,K2O0F,GBW3O
LYKT0,K2O0F,BLTTS
7WK8W,EZ3B6,WXZM6
BSWQN,AD52M,69BGC
OI9CL,NAX5Z,45IQB
JLVC3,QJRNZ,LEL1D
UY5CP,7II4K,RLXXT
UY5CP,7II4K,NST6I
UY5CP,7II4K,FGOX2
3MODL,K5JBH,G1HP2
FDB35,QU2AM,CU8V6
MK7BI,8NV1C,8JV93
LMFUR,HFPYA,XO67G
26CVS,78VT7,H4EWC
26CVS,78VT7,6LBKV
CPQEB,I4O74,EE99D
J4V73,LR1M2,4BJQD
6F37X,EI7X5,1ZEG8
0JI48,54OSY,48R3R
0JI48,54OSY,7SO0W
0JI48,54OSY,KRR6S
0JI48,54OSY,8BG8M
K8UA4,TSGX2,NV4FQ
SJIR7,44TGY,08JRP
UUR4D,9UGRM,84A81
23DVK,UWNL1,ND160
IVAK8,9PXCT,ZDAE4
IVAK8,9PXCT,MX91U
DHT4W,B85AJ,7J80M
GMLU5,92RTJ,KRBTA
OLLXJ,PVJFO,J700Z
L9T2C,7YMOL,XQR3O
L9T2C,7YMOL,44MCP
E42JX,CVY1E,OSYHE
3CMJ3,FXZ01,3L6QB
BBU3I,UKVIQ,QPKLH
BBU3I,UKVIQ,2CZCR
BBU3I,UKVIQ,9PAXR
FGYNW,AG9NE,9YP04
FGYNW,AG9NE,ICZVI
G80XK,HMFZP,QC2HV
58JA4,WR6F2,1RFX4
WYX1E,8C4DS,8BJFV
HOQA8,D4VB7,VXSMP
HOQA8,D4VB7,9U66Z
RP5FU,4OPBW,528C0
OLLXJ,CELF1,N1OZ2
0XWSS,5WQT0,SUQT7
W0V3C,PAV7I,U7GFA
W0V3C,PAV7I,8535J
W0V3C,PAV7I,HV8T4
ZM2RY,MO2O2,9UM69
PCN8U,EAQO8,UR15H
WEHL2,U7ZHM,HSHDM
KP5NH,0M6H3,Y47RQ
QONFU,LPFPT,R5IVP
RYXD3,M5QYL,Z508Q
KYDVM,GZ5J0,7LICJ
3S3RA,YJEFO,INW0H
3S3RA,YJEFO,JQO20
9VY80,3PX6D,ZICSJ
9VY80,3PX6D,IHV3O
K3UZB,Q8VXG,IMR6R
7RVJN,W9DFL,6NA88
7RVJN,W9DFL,1ZULG
P7GNB,8YAPF,KNZY1
P7GNB,8YAPF,7RF93
TV2IQ,MDE54,K8STK
SVT7J,40REF,7Y58G
SVT7J,40REF,8UK2B
SVT7J,40REF,FY8RR
83541,O8W54,PWJT9
UAE5X,JM2B5,1WXOP
UAE5X,JM2B5,229AA
A0M32,9VEGJ,F7MEF
YUQSE,ZIH1C,CHWUA
YUQSE,ZIH1C,H5862
YUQSE,ZIH1C,K4GIF
YUQSE,ZIH1C,BFW8Z
YUQSE,ZIH1C,0V3QA
YUQSE,ZIH1C,6S2BA
QIHF4,IXBPG,B8IDC
LAU7S,CKKVE,GX464
CU0NU,MGTNT,I5WXL
W0V3C,VVZBH,SRFHA
X8M8Q,3L3FM,99MV1
ECOXA,BPNEQ,QLU34
SNZVZ,DJ2KD,NKFI8
SNZVZ,DJ2KD,9XSCO
FE0SE,DFDSF,CT6YH
FE0SE,DFDSF,4QVQ2
F3VXL,OQJ4A,RTLOW
AU3T5,0Z2OB,L6N0Q
AU3T5,0Z2OB,EN3ZK
SPU5K,3HX9G,7AXFY
S4QAC,M8KZ5,UO05C
001PR,5RGPY,R51FV
W697R,QLP1D,9CZYC
YZNCV,CMP3V,VG2WC
YZNCV,CMP3V,O9F0W
YZNCV,CMP3V,JUM5A
CPQEB,DBZAE,Q2WRT
GSWLM,AEUY7,VLEWM
GSWLM,AEUY7,F7ZRY
N95L4,GYMHL,G9XDL
708R1,0XEMT,0RGW6
5GRXX,TN7PY,V0ARC
TYTXT,E7GDZ,ILT1Q
TYTXT,E7GDZ,PHDO6
TYTXT,E7GDZ,C7KQ4
TYTXT,E7GDZ,VDG0I
3JYV6,MM16J,Q2219
3JYV6,MM16J,ACU0J
3JYV6,MM16J,AQA1C
9R28N,OJM5L,W1251
RSCP9,08IJU,R1NAV
74XYN,LAVWM,W3NND
74XYN,LAVWM,61D93
8XTJ3,MAXMA,T9JMZ
TYKGO,X8ZL4,IDQE8
ZTMRS,2B8T6,E7Y85
7LRLH,ZXKQY,K9RD7
7LRLH,ZXKQY,U0CII
7LRLH,ZXKQY,BJSTZ
ECOXA,9HGJU,L2T5O
JX1EP,T06OR,EADZR
JX1EP,T06OR,47FVO
JX1EP,T06OR,XQ98V
XDA65,L2GYC,3H3CJ
XDA65,L2GYC,GIW2F
9R28N,QMJUJ,SY0FQ
STJPU,1TOGU,5BXX3
ANJMP,EQFRA,WXE59
YBWM7,S0MR7,WHFJP
AF94P,VOW9K,B1DIJ
AF94P,VOW9K,3BUJK
71W82,F3GA3,4KLPG
TTGHF,54BE4,9M1UX
DKMZI,4UEHY,7S49D
OI9CL,OMSOP,ZNCSA
ECOXA,PKLU1,CBRZE
Q8DEK,3CURD,NXDDA
RFPMM,6HQ2P,933BN
SJ6B9,I3FSZ,GVQNG
N5LM5,ZWKST,207IV
1E2AK,LKU2Y,DB433
NP78L,JE661,UEWP3
ZUZ1G,E3AG5,N1GTX
1IVOT,8ZLI5,A7EUT
9XKV3,D5YDF,JQNRN
WQVIQ,HSIFD,2CB0Z
XSE5T,J8G8S,40GQW
103IX,1NNU4,8VSG5
7G30P,0FBUG,YTGQK
7G30P,0FBUG,5S0VN
7G30P,0FBUG,TLCM0
7G30P,0FBUG,DOQXS
TTGHF,DLYW9,R98VQ
QONFU,7JGQK,DCNRK
QONFU,7JGQK,M2ZRS
QONFU,7JGQK,9QOCM
QONFU,7JGQK,97U6C
QONFU,7JGQK,RKZ91
P7GTN,G0B5G,EKPXC
1ZRV6,8A9LC,4ATPP
GS65P,TRRSK,B6ZRI
8O0WG,FH6FW,16AKJ
E3GNS,YMZ03,H9R48
59IDX,02Z13,YI6FQ
4X86E,DKW14,M461E
4X86E,DKW14,4MNDP
5IBDJ,VG33T,DJZK5
5IBDJ,VG33T,IR1BJ
TYKGO,ZGAPJ,B55L5
UI4D6,NAVTQ,ROA7A
UI4D6,NAVTQ,5AN9F
FE0SE,FUDVF,AFLC5
7A87O,MQ3R4,97UIE
7BU11,3I12K,ZQRGD
7BU11,3I12K,1F2JH
16YH6,I4LT9,OTAK6
P4PYR,ZC6KE,0SPWT
P4PYR,ZC6KE,FYXVE
P4PYR,ZC6KE,TRUA0
QOXHG,E2W1D,9QN2R
0K6N3,JRNLM,G5LQU
RNZHO,EX92Z,1SETH
FPP2X,PUD90,ASV22
FPP2X,PUD90,0OLJE
37JFY,8T14O,6DGYC
MR3R6,B602Z,O62GP
DHT4W,KK20K,MCWVX
FQFAD,5WMZH,YGLCK
MH5MG,R9C1I,RFWJ6
MH5MG,R9C1I,3CHSO
MH5MG,R9C1I,32HB1
MH5MG,R9C1I,KDIXJ
R5Z9M,6S0AT,WZSQ8
R5Z9M,6S0AT,W48D9
R5Z9M,6S0AT,J68OK
R5Z9M,6S0AT,ET2BZ
GMF1S,NMDAL,HZH91
N5LM5,GHI9Y,4L7J0
NIJSZ,8VPSU,OQSL4
NIJSZ,8VPSU,P7CC1
I3NZB,EN576,6IOHB
R5Z9M,RZCW4,IG1H3
M4XIF,7Y594,TSEY8
QA55Z,NT6XP,98VP2
FQFAD,LK1PG,UNFQ5
FQFAD,LK1PG,ITXW4
FQFAD,LK1PG,I1WY6
BL1LV,5QVC7,X0TM2
3U2HO,W0AXJ,NY1RA
P7GNB,OMTO1,0KOP2
E1F12,6ZD5Q,15ABM
UKPH3,7NZVJ,KIKJL
KY1VR,I5QO9,MPX49
KY1VR,I5QO9,8WJ4T
BECT8,JR1J5,JM22B
8FPQT,E4RSC,D94CE
8FPQT,E4RSC,45USP
IJPJZ,MHBR3,8WJO7
FOQZV,DXHX1,YQOKB
ZHL7U,I1PT2,EMB69
RH155,53CB5,L6SUD
STJPU,64SCR,2D7XA
STJPU,64SCR,9LWWU
Q8ZPT,9LFNE,IL6P2
FAXWJ,KSNZ6,Z2I55
5IIYT,Y4A9J,8LQX3
BXCKT,1K3FK,L8Q2U
BXCKT,1K3FK,CD5U4
BXCKT,1K3FK,RB6BA
BXCKT,1K3FK,61Z1Q
T6YDW,UWQGS,9DG9S
O5HP4,K55A1,Q40LC
O5HP4,K55A1,ICC7W
O5HP4,K55A1,QGHXE
JKCG6,MMIMT,TXUTF
R9HR3,B60LL,1T8XN
OLLXJ,WBA0Z,P8D49
0EF7R,3Y4TJ,6MOR5
0EF7R,3Y4TJ,WM348
ORDVS,ACCCU,GSJTU
ORDVS,ACCCU,2QS6T
VAVGS,BI6KQ,E4ZVI
A24B0,LJYVL,M3HL0
A24B0,LJYVL,JOHSC
AIS2H,AQOMQ,DMJX0
A0FJW,MEU9F,J2CBW
PNM5I,YXF3U,Q3NO2
PNM5I,YXF3U,2F821
PNM5I,YXF3U,PX7PJ
PNM5I,YXF3U,T0VUL
01D4U,8DQFX,11JPH
01D4U,8DQFX,4XYUY
O5HP4,DK404,393MJ
34DA5,R9B4R,T9ROS
34DA5,R9B4R,493QT
W4CSS,08383,5BGII
W4CSS,08383,JIVPL
GYNJS,Z4Z42,14PZI
GYNJS,Z4Z42,N7FWU
J4B39,YAO3G,K1CY4
AIS2H,MIAU9,6FROR
5K4EO,H9DKN,6YEVL
JCSN0,T6ESI,F3IEN
JCSN0,T6ESI,92P06
JCSN0,T6ESI,H4TFX
L9T2C,BHGVC,0YSOQ
YGVB3,OUZ1N,X3MCE
HW4LH,B3SMF,44CI8
HW4LH,B3SMF,DUUWZ
E42JX,ASL9X,MPN46
E42JX,ASL9X,E4ES8
1UJX9,PMHFH,9PGTM
0P0TK,TS21N,W6U77
13W4B,1CLC5,LKGSL
13W4B,1CLC5,ONBV5
HKQJE,1312W,2NUWT
HKQJE,1312W,759WC
JCSN0,D5Q51,M2WK5
JCSN0,D5Q51,PAYTH
GO7CC,0WDJI,J479B
GO7CC,0WDJI,AJMGP
GO7CC,0WDJI,ZO6XO
4GXAV,5GK5A,BW6W5
4GXAV,5GK5A,E5MPK
4GXAV,5GK5A,0HIPC
LDP2V,WF1J1,125HS
D53L3,FZOCA,YDASM
D53L3,FZOCA,FDZ1W
18CPE,RGY5G,C42Q5
DSV00,83UAL,Y7G4G
ZM96J,B5JKE,2KKX3
TUF4I,BX43I,FYXQ7
FPKSJ,KECEX,PG086
FE0SE,9RCJV,21LBO
ZTN0U,U2T0B,EGT4G
U6JMO,NN16J,C6SZ1
T7F8L,I01ZP,VLJ54
1RBTZ,M51MZ,CGNAY
OEGS4,8IQZQ,AUB0C
GA372,ROMEH,FH79M
GA372,ROMEH,2YFYB
GA372,ROMEH,PQJLI
GA372,ROMEH,BZ0QL
XRCX9,U99HQ,4GO7T
RQCXT,4N8FL,APPQI
JBOZ4,SLCXR,B9QP4
JBOZ4,SLCXR,4DB0D
V7XH3,V9J0G,BFM4N
SQYYD,PRBCG,S6AYF
KUGE3,6Q5RQ,2RMKP
Y6A6U,VM38N,OSA2D
Y6A6U,VM38N,XOXJP
U6FGU,QUVOL,9QDB8
V4O3W,P5P03,83GVR
BCS4T,OMRQG,PNEC6
9M2CI,2Y50B,5H7V2
4PPLM,S8EA8,PHU51
ALLL5,KXG9L,LVZRU
00JYL,IWRLU,NI4OB
HW4LH,VLND5,GMTKK
HW4LH,VLND5,HP3TF
9N633,RSMRF,IDOIM
1ZRV6,HEPID,VTAS5
ZH11I,0URP2,2DXQH
KY1VR,EXGJY,J3Z66
KY1VR,EXGJY,YTDMO
KY1VR,EXGJY,X36FJ
KY1VR,EXGJY,FE4ZU
0O0K0,C00PV,NV8Q5
0O0K0,C00PV,RKEWR
QU4A9,NQE14,NZLK8
QNBDK,2PHSP,VTANO
QNBDK,2PHSP,Z3PK5
6U3UC,MYUDE,25LQJ
6U3UC,MYUDE,ZKIHL
EC1CB,MBGC7,TE5LE
10UCS,4H6M2,GSX8W
HGW3D,1SR8C,RJQRE
49949,SWJWO,OU8OM
Y86VC,V2CYI,3NBYX
DSV00,ZWNBZ,AOBOC
D3S55,8XTMM,MNMSA
PCN8U,XXYZS,3AANZ
28VDN,9SQXT,ZXVK7
PJ84C,AR699,HQ8VT
58JA4,HBN0A,6H78E
58JA4,HBN0A,5R68D
IMF2R,RBTCY,ZRWYD
FQFAD,SFJJK,SI3JQ
FQFAD,SFJJK,GCWDW
FQFAD,SFJJK,B50UM
2KFTE,S9DYC,XM6II
2KFTE,S9DYC,5DEGL
9N633,KWBLR,H8MC2
DHT4W,8X1E3,M7YO2
18CPE,PXSHM,3MZC0
Z49EP,O9HQ0,TJPLM
YSKJW,PZ691,443GM
5MYL2,5Z414,LA75P
5MYL2,5Z414,QIFKA
KS7CH,UIF5Y,WI50N
80RYL,K9SLG,TUP5W
9MHZK,GNDBW,CBKDD
1ZB21,GLDOM,5BCYF
5WURH,VCRO6,VGL83
K6DF8,UK9Z8,XJW2P
Y6A6U,T201B,Y61JJ
NJ1VR,J7MCG,091ZO
9XKV3,GQBYD,OTLWS
E1AA1,6B52K,NFGKA
GD17A,A14RJ,YQR4K
GD17A,A14RJ,Y0O72
P8PTE,HJ55J,EMKLL
P8PTE,HJ55J,6BNXR
KGGZ6,SR4EL,LVRR2
KP5NH,9E1WS,N2FT5
5MWNO,RXBWC,UWMKS
SNZVZ,O338W,9RNFS
SNZVZ,O338W,PHY0B
GQ4X5,VKMGC,AO750
16YH6,X7JE6,IHI88
16YH6,X7JE6,QUDU4
10UCS,309W8,4M4Y8
BQHN5,AJV7F,M065C
GSWLM,46DUT,UAIJV
QFT7M,ANT0I,FPM7D
ZM96J,FIAHQ,7KUX6
PJ84C,V0MLA,838N3
FPKSJ,0IQQN,974E3
FPKSJ,0IQQN,SOFDO
P1S6R,XFLIT,L49V2
JIKCP,XECOG,7NXIK
KVCPU,VFHH2,CAGCH
KVCPU,VFHH2,0NH6S
KVCPU,VFHH2,6M8P3
KVCPU,VFHH2,0IIMO
R47CP,25VT0,11VQN
DX7SM,F1MMB,9HNT9
DX7SM,F1MMB,3DFWN
NJ1VR,IU3VS,WIN20
UQUWO,IVJDC,2L9CC
I98W9,KOS5K,CIQ1E
3S3RA,O75IJ,BVWNN
58JA4,ERNFY,OKKQI
TTGZ0,2IN87,FUFVK
TTGZ0,2IN87,79LX8
7RVJN,5OHFP,6MTGX
7RVJN,5OHFP,VSXU0
IJPJZ,LBQH2,MTR30
Q69AZ,P0Q62,8ZBD0
KPVJH,GZ552,NBQFT
708R1,PZZVY,N65YH
6DZ19,IKB2W,FI30H
D6WUG,PRUNX,J68LX
JBJWZ,EGO60,ZFC11
JBJWZ,EGO60,DZ6ZK
6ZJBP,70IVP,JEPL3
UMA79,XCFOY,IH6CI
UMA79,XCFOY,NASZ0
BXCKT,6GHQ6,WM4FB
YBWM7,DXG4N,3U13J
FQRAJ,H1ZLG,8WOJQ
FQRAJ,H1ZLG,4ZW05
IVCLP,HGQ94,CVQXZ
DSV00,8LS81,SO4K2
4PPLM,X04DR,GS8K0
SIKQI,LI3WL,IANGZ
SIKQI,LI3WL,UV961
SIKQI,LI3WL,IWE54
BSWQN,FA460,DHQ42
BSWQN,FA460,S56F8
8CVTK,WDTBJ,2V9O0
8CVTK,WDTBJ,EWCP6
6ZJBP,50C22,0HJK0
P5Q44,AUM9K,PZPP4
P5Q44,AUM9K,VIKM1
P5Q44,AUM9K,OZRQ9
FJ8S4,R4RL4,L5VNW
FJ8S4,R4RL4,2R7N8
5XRCJ,8I4FV,MMT5P
XQ4LX,3J85E,93QRI
HC5BE,OUG8Y,EM9ZU
4LKTD,X7224,0CI3A
4LKTD,X7224,U987N
UKPH3,SM7EK,34DWF
UKPH3,SM7EK,CLXOL
YUFGV,R8KL9,PNMXJ
YUFGV,R8KL9,T4O4C
BQHN5,NFOAK,O058G
KVCPU,Y30EI,A6K5M
KVCPU,Y30EI,9OXOQ
XUCY4,2YUYA,89A3C
J4E5K,NLLE2,8P9YF
J4E5K,NLLE2,913SY
J4E5K,NLLE2,TW55N
0IBLC,DDVX1,NN379
0IBLC,DDVX1,X3X04
CHAIU,PNJSW,M1I7D
CHAIU,PNJSW,B0P99
CHAIU,PNJSW,TMOO7
QJD0R,AG53A,TBZFC
3U2HO,G67D6,FBX1M
3U2HO,G67D6,NHKL2
3U2HO,G67D6,HMVO1
13W4B,QSZ5N,EPTZJ
J4B39,FB6J1,OT118
OI9CL,6PLFM,78ANZ
0DDBE,CIFN2,58CLG
0DDBE,CIFN2,80NC9
OI9CL,4D52B,GAUUN
U5POR,E1HDD,6LA97
8XEJM,BV8EG,22GJD
8XEJM,BV8EG,BB4KW
ORDVS,NFF8B,1C6C8
2L86Q,ZH1WV,PMK5A
2L86Q,ZH1WV,OUAMZ
ZM96J,WMHFZ,YAMM7
WJ8LW,05VYP,GAC52
7RVJN,UBUGJ,X7727
7RVJN,UBUGJ,9WKYX
3E6EG,AT79N,WIQW2
3E6EG,AT79N,KJRYW
3E6EG,AT79N,EUIWC
A0M32,7GSX6,7SUOW
CNPV2,O05CM,ECXZF
W90RP,OAGK9,N1IGN
W90RP,OAGK9,Q22NA
W90RP,OAGK9,XDS8N
KYDVM,1R3XQ,A6TND
KYDVM,1R3XQ,AJNEK
KYDVM,1R3XQ,KV09A
KYDVM,1R3XQ,25V13
MLKMR,XFCM9,NS43H
PDQKA,3T9H1,I6HWG
FF0UF,1WQCO,TH4I3
GQ4X5,JT38M,ZMLVA
HDSGS,LW5JR,2ELPS
2VTRQ,9VJGD,0B2Z8
2VTRQ,9VJGD,EOT7J
13W4B,2HS0E,QJQYI
PJ84C,GAWJU,XLP4O
DSV00,MH209,S6BOQ
0GW2Q,V9PF0,TKOXH
UZ5CZ,WELKC,O6DUQ
E42JX,N60QV,N6JJT
E42JX,N60QV,THVDT
PLP53,T5NU3,5SERY
PETYC,I4L18,GYUT1
PETYC,I4L18,TK111
PETYC,I4L18,B45FJ
HKOS5,8W0OT,XDOYU
HKOS5,8W0OT,40L60
HKOS5,8W0OT,W7P8Q
HKOS5,8W0OT,6WXII
HKOS5,8W0OT,RO8S7
LDCXZ,PA924,C74QX
LDCXZ,PA924,XER24
WTJMD,O6CDM,OZDY0
WTJMD,O6CDM,4SID3
VQLN0,OCD98,85EMX
JUG86,9J6M6,GII17
HUZOR,MB4BL,UES3W
D53L3,HZ2J4,TRU0R
ZTN0U,OQPFF,0TA8W
6U497,ENFH4,2X3H4
6U497,ENFH4,P7UO4
6U497,ENFH4,4RX8O
CNPV2,NXXZO,8L7ZR
CNPV2,NXXZO,PPWDO
7NH4D,ROLO6,L0825
UERUY,4417I,I0UNV
V3QGW,QGI9K,NKIAE
CHDSM,LB770,FLSFQ
MH5MG,DVKO0,VOY41
C0CRZ,YKO7H,LGJC0
PJ84C,T4L73,KP6V1
GA7ND,P5L8X,9SOS3
GA7ND,P5L8X,S4VMG
TYTXT,PWIVI,NJI6F
SNZVZ,6R6W0,KP691
3ECWO,ZGCJ9,J1O78
3ECWO,ZGCJ9,5CBC7
D3QCH,Q3W4S,1122O
J4V73,C3SH1,DIXMA
UOLM7,PMEHC,1278C
UOLM7,PMEHC,R8G89
2P8UK,MSNML,J9PWW
QZTYG,RRE2J,W0ONL
QZTYG,RRE2J,81KPC
I8SUU,SK9GP,X9HBR
I8SUU,SK9GP,85J0X
FAXWJ,UPDOF,8WS6B
M46OP,W892E,0I2YU
M46OP,W892E,IS109
M46OP,W892E,59ORP
VK3RS,I5OX6,A9ET7
CU0NU,Y2GA8,U30FW
CU0NU,Y2GA8,KLNO3
CU0NU,Y2GA8,AM0PX
7G30P,HCN4S,YZLS4
7G30P,HCN4S,L1MCO
CATKZ,0I0PZ,GQFWF
FSTOP,XONAR,H4UVC
CNPV2,XOYNO,UBHG1
CNPV2,XOYNO,O5489
CNPV2,XOYNO,E9AXX
9N633,XLGZG,QFFER
4GXAV,7M7Q1,49FQ2
4GXAV,7M7Q1,FVEUW
4GXAV,7M7Q1,7C9KM
4GXAV,7M7Q1,RRDK1
N5LM5,Y2G7J,Z4TVX
N5LM5,Y2G7J,MC3U3
N5LM5,Y2G7J,GUCT8
UAS84,AQ9MG,ZL7E4
GA372,WOXSK,KUEKF
GA372,WOXSK,0H9U4
HBLJU,3GBLE,7TZUS
HBLJU,3GBLE,HCUUR
DRV2O,5IC0K,Q5G7E
TUF4I,O1RZN,PSCAR
V4O3W,UG2WC,OM4V4
U3S47,CVXW9,2CHIA
LWBDM,KN1LT,IBBFC
GS65P,QF5KP,ULD2K
GS65P,QF5KP,W7I4Q
GS65P,QF5KP,4IRLY
GS65P,QF5KP,PLI45
GS65P,QF5KP,W7RCR
WEHL2,YF9FN,LTSN7
AF94P,0SG8J,A2XFY
MX4YW,84NSH,8GYH3
0CKPE,T4BKQ,3JC75
SE90A,M3ZXS,YYOLQ
SE90A,M3ZXS,FFWXM
SE90A,M3ZXS,N8Y99
XGIEZ,73RT7,FKJCZ
BQMU0,29W14,VBW42
R5Z9M,KDVKT,DAGKR
YSQEO,GD4MR,0YXQU
YSQEO,GD4MR,3LNE9
5RZTU,SCUUG,UJZ4I
5RZTU,SCUUG,SDDRQ
V7XH3,PVAAQ,G2R1Q
IJPJZ,HG68V,IMYGR
JLVC3,6909V,Q4KGY
J0O6A,PMSFD,6F63S
0EF7R,OO9VC,STHM9
B9F3A,4B29D,IK6FO
TCIB2,SDPUA,61F5T
GMLU5,VV12S,UCGSF
GMLU5,VV12S,T1OXR
TYKGO,TZ23P,0WW1E
NN4YR,SHOG9,GZS9Y
JKCG6,A05YE,RGZKP
YUQSE,QKM5P,TJNDM
YUQSE,QKM5P,BEFVU
YUQSE,QKM5P,1W0O6
YFB2P,VAYDU,YNF2Y
2Y183,ISFYL,AXYUX
VHRYP,4W8XF,SFKE7
VHRYP,4W8XF,Q5YV5
VHRYP,4W8XF,W8BRR
L9T2C,EVY4D,ZX0P9
4KG04,BZXQS,3418E
8BLOK,ZQG4R,YJGQN
JXM68,WDFZT,5RGQE
27RB1,5ZB0B,74ORG
27RB1,5ZB0B,9PPFL
OKNGF,IAF89,TC2RM
