order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,state,license_plate,store_id,time_fulfilled
GQNC2,145.26,2020-01-13 21:29:10,,A1K8L,SFJ0R,CA,722S,WY2YN,2020-01-14 03:39:09
KPF82,62.86,2020-01-13 23:50:31,,JAJPL,YOMEP,CA,60X 367,XGK64,2020-01-14 05:23:34
ZWCR8,22.40,2020-01-14 02:37:48,2020-01-14 07:27:41,V9T21,DKMZI,GA,054-UPW,2YRRD,2020-01-14 11:18:53
THKUU,16.96,2020-01-14 03:12:34,2020-01-14 06:29:12,Q7W81,M4XIF,CA,G15-09R,H6QG4,2020-01-14 11:42:19
IY1QB,139.10,2020-01-14 04:31:45,2020-01-14 06:00:49,JZYF3,28VDN,CA,LFI 459,S6WJO,2020-01-14 10:06:24
ZRMH6,242.47,2020-01-14 04:34:01,,6Z53Z,3C98L,WV,0031,ZU9IP,2020-01-14 11:15:48
HNFP0,64.35,2020-01-14 04:45:13,2020-01-14 05:57:16,ADKOK,Z6X8K,CA,804 7JU,A4BUV,2020-01-14 05:57:32
079JJ,85.32,2020-01-14 05:03:58,,3IAOM,Q8ZPT,CA,KZI 594,FNET8,2020-01-14 13:04:35
PCRDR,98.26,2020-01-14 05:24:43,,YEZ0K,WQVIQ,CA,5-40561O,NTEVA,2020-01-14 13:53:40
TTLWD,29.14,2020-01-14 10:10:59,2020-01-14 11:49:25,DMQ5Z,8D763,NC,5-80437C,G29KT,2020-01-14 15:57:52
1ENXR,19.11,2020-01-14 11:14:38,2020-01-14 13:01:52,UVN6O,3S3RA,CA,457 HUW,863SW,2020-01-14 13:56:00
2XZK7,31.23,2020-01-14 13:42:36,,BRX05,XDA65,MT,83-T802,O8P7C,2020-01-14 15:49:52
J71C9,1.69,2020-01-14 13:49:21,,SFTS9,8D763,CA,8-2551A,G29KT,2020-01-14 17:38:47
U25JQ,166.05,2020-01-14 16:18:25,2020-01-14 18:43:52,FX9DR,PJ84C,CA,0-2823U,17KE2,2020-01-14 23:47:33
GVMPH,49.75,2020-01-14 16:31:17,,IJRXY,2Y183,CA,4C 2Z0WUS,6J0JD,2020-01-14 22:22:21
XCMT0,23.86,2020-01-14 16:35:08,2020-01-14 18:33:28,OVHHA,K6DF8,CA,6-0248I,ARS5U,2020-01-14 22:02:08
XA99M,5.94,2020-01-14 16:37:31,2020-01-14 19:54:02,QICO2,PCN8U,CA,IQN3863,93WBS,2020-01-14 23:43:02
NG90N,37.86,2020-01-14 17:01:55,,7NU74,3VXYM,CA,46P W46,6BT2B,2020-01-14 18:16:25
3GLFA,23.20,2020-01-14 17:37:19,,RQT1B,V4O3W,SD,372 GZ9,IJA9S,2020-01-14 19:35:56
RYVNH,50.70,2020-01-14 21:54:02,,BBU3I,LZHSE,CA,02G 5769,UIZ5X,2020-01-15 08:15:31
AC7OT,9.42,2020-01-15 00:06:05,2020-01-15 00:07:28,ID6IP,BCS4T,CA,48-11562,WQL1A,2020-01-15 01:02:54
W08FS,10.80,2020-01-15 00:53:22,,HAAGO,PO8AI,WA,6Z 15306,2YRRD,2020-01-15 07:08:33
ZUIGL,173.28,2020-01-15 01:05:30,2020-01-15 04:12:06,G5QFZ,0N7B6,MD,LID 147,P6OR7,2020-01-15 05:44:39
XS0MF,118.30,2020-01-15 01:40:30,,S9NAO,YSOY2,VA,ALQ2839,QLAQJ,2020-01-15 08:51:42
AZMOO,52.86,2020-01-15 01:50:36,,SBK3Z,NM40A,SC,1818,GKQYL,2020-01-15 12:23:20
TWQTF,13.62,2020-01-15 02:01:19,2020-01-15 05:26:16,WJP0U,DSV00,CA,7RCV010,KCNOQ,2020-01-15 09:34:15
HDK5V,42.03,2020-01-15 04:05:45,2020-01-15 08:37:01,CMWO8,K119F,VT,RB8 5693,F0ERJ,2020-01-15 09:01:19
TDOBH,20.02,2020-01-15 04:29:51,,I8FWC,EIYQ8,CA,HLO 232,L38HG,2020-01-15 06:53:25
S92JW,183.06,2020-01-15 07:11:14,,FXX0B,KEE02,CA,LMQ 800,TMZ9R,2020-01-15 13:33:56
R57A4,36.60,2020-01-15 09:28:57,,7XN14,X4DPG,CA,6KS 394,BOMU1,2020-01-15 11:35:35
CBX9Z,40.55,2020-01-15 13:46:56,,ZDJKN,CNPV2,CA,U63-XIZ,TG6R5,2020-01-15 20:14:19
K3KY3,7.05,2020-01-15 14:06:46,,1CJ4Z,YL3KH,LA,MTD-139,S4YOY,2020-01-15 19:12:36
X0X70,33.60,2020-01-15 16:29:25,,UI4D6,TPYL7,NE,OCC 225,NT8S6,2020-01-15 20:20:48
V3YDK,87.06,2020-01-15 17:33:27,2020-01-15 20:11:19,7EXWH,BD8T1,MT,RUA-0553,TMZ9R,2020-01-15 23:30:49
YYS4G,26.64,2020-01-15 19:39:44,2020-01-15 21:45:35,XVO12,9RV8N,CA,Q50 9GL,2IMPZ,2020-01-16 02:14:12
NXX4N,33.04,2020-01-15 19:46:13,2020-01-15 22:20:28,IQOLV,5MYL2,MO,MXI 070,7IEJT,2020-01-15 23:03:06
299Q8,3.18,2020-01-15 21:35:00,2020-01-16 03:14:07,LI1MW,5GRXX,CA,5X 0054L,27I5T,2020-01-16 07:51:33
DD1X0,115.46,2020-01-15 21:48:13,,O1ZA2,ZX4MJ,CA,957 TSY,SV681,2020-01-16 03:17:27
2BB4F,30.46,2020-01-15 22:13:43,2020-01-16 02:24:35,DSXPW,B41K6,CA,EV4 4728,6QSXS,2020-01-16 06:43:42
ZI4HH,37.60,2020-01-16 00:42:48,2020-01-16 03:48:20,SUO28,3KPKZ,CA,YJJ9958,YSYH8,2020-01-16 04:38:17
WQPA9,68.28,2020-01-16 00:50:01,2020-01-16 05:30:58,PFCPO,TAV2I,WY,49U HW8,BHDBX,2020-01-16 05:43:41
X07Y8,101.92,2020-01-16 02:59:18,,61X5H,L5CR5,PA,670 NNX,596YT,2020-01-16 08:42:44
L8SKY,13.64,2020-01-16 03:04:31,,SPNQL,EHDIC,CA,8OT 364,DQATU,2020-01-16 08:29:37
BJDA5,33.60,2020-01-16 04:36:56,2020-01-16 10:27:15,4PVI2,N7151,CT,419-940,SZI3N,2020-01-16 15:03:43
BC2CK,48.36,2020-01-16 06:06:52,2020-01-16 07:53:11,O1UHW,KXAQM,CA,9R KV583,FFAZF,2020-01-16 11:02:35
YZA0S,28.00,2020-01-16 06:10:06,2020-01-16 10:05:48,32U0K,AR01U,KY,RJF-646,WGN08,2020-01-16 14:33:18
MNSQG,28.00,2020-01-16 06:33:04,2020-01-16 11:13:32,HNOGA,6WO13,CT,2-20773M,4CZ4G,2020-01-16 14:09:57
T59JX,160.80,2020-01-16 07:03:13,2020-01-16 09:53:32,FOQZV,FSTOP,CA,ISG M52,3W6UE,2020-01-16 11:51:55
M4SH8,29.52,2020-01-16 08:16:55,,P8PTE,04H5M,CA,LOJ 799,H6IY1,2020-01-16 18:35:28
VD1E9,12.90,2020-01-16 10:20:43,2020-01-16 14:49:59,7SR7J,VGUD2,DE,A89 1WU,32YZ9,2020-01-16 20:26:03
3CPZ1,6.95,2020-01-16 13:18:09,,J02XH,N57J4,ND,922 6991,2TUXA,2020-01-16 23:42:43
CJKMA,37.02,2020-01-16 13:22:28,2020-01-16 17:10:16,TA0L0,K3UZB,CA,453 AQK,J3JKM,2020-01-16 20:17:55
5FFA0,42.57,2020-01-16 13:29:33,,0GNDT,O39S0,CA,IZA 906,WW9OJ,2020-01-16 21:55:32
O2WK5,68.84,2020-01-16 13:38:03,2020-01-16 17:35:02,HXAOZ,6ZJBP,CA,724 FI3,CTAQ0,2020-01-16 21:38:30
EPIDY,13.54,2020-01-16 13:39:26,,NVXQR,ALLL5,CA,TK-5360,I9XF9,2020-01-16 19:41:00
S1XZX,22.28,2020-01-16 14:26:48,,I1XAC,31BAD,CA,88-SS44,B5XT7,2020-01-16 21:22:07
SNKSF,15.12,2020-01-16 14:41:24,2020-01-16 18:08:14,GWPT3,DRV2O,ME,774 YPJ,ZGBW2,2020-01-16 22:03:35
UWQ1A,78.45,2020-01-16 16:21:22,,CFTUT,FOQZV,ND,3NQE 49,VDLRR,2020-01-16 23:27:43
7CMPX,10.31,2020-01-16 18:07:12,,ZA38Q,DJ9Q8,NE,3PF 166,EHN88,2020-01-17 02:59:31
3IPGG,71.53,2020-01-16 19:10:50,2020-01-16 19:37:18,K5FQG,JM7HO,CA,5F E7240,CF4HY,2020-01-16 20:48:58
F7Z50,54.36,2020-01-16 19:55:01,2020-01-16 20:43:09,YTKF1,VEGI8,CA,09K•502,0K71G,2020-01-16 23:55:57
V57UV,13.84,2020-01-16 20:19:31,2020-01-17 00:20:00,46N7F,HQICW,CA,707 AXF,QQ86P,2020-01-17 02:32:28
LCXQP,40.75,2020-01-16 20:48:14,,JBMUS,YHDT3,CA,1GLA263,4SRHC,2020-01-17 04:19:21
ATEVU,15.28,2020-01-16 22:22:53,,ZSATK,KY1VR,CA,3MT 915,75EWH,2020-01-17 08:10:46
UK0LD,6.74,2020-01-16 22:28:26,,G5QFZ,OSHBE,MD,LID 147,CF4HY,2020-01-17 05:10:50
MFNPW,33.00,2020-01-17 00:50:07,2020-01-17 04:35:37,0N7B6,4IT2L,CA,384 EUO,TBOG4,2020-01-17 10:28:03
EFPRN,120.08,2020-01-17 00:50:27,,SZ4HO,SNZVZ,CA,76Z 6344,49TNX,2020-01-17 04:06:45
EKUS5,6.90,2020-01-17 05:14:57,,4L1F3,B1ZPP,CA,ND 0026,FIB83,2020-01-17 12:45:50
AFCUY,25.00,2020-01-17 06:10:24,,E3GNS,ALLL5,MO,454 GXK,I9XF9,2020-01-17 11:36:02
FH30P,177.84,2020-01-17 07:01:14,,TP26K,BCS4T,CA,805-KMF,WQL1A,2020-01-17 12:17:46
MSVG2,69.09,2020-01-17 08:33:24,2020-01-17 08:57:00,GO5G5,KY1VR,CA,327 TCJ,75EWH,2020-01-17 14:28:56
QNEWQ,8.54,2020-01-17 09:10:40,,D7FOO,SNZVZ,CA,FDE-3668,49TNX,2020-01-17 17:11:26
S47N2,158.13,2020-01-17 10:46:54,2020-01-17 12:21:49,L8ZPA,RP5FU,CA,140WFR,ZQ79W,2020-01-17 16:03:29
40SIV,22.68,2020-01-17 10:55:41,2020-01-17 15:45:30,2Q1HA,R9YLM,CA,3DR Q83,E2F4D,2020-01-17 20:43:58
R5YGV,78.80,2020-01-17 11:21:53,2020-01-17 13:05:48,TGOVJ,27PTC,CA,05L JY2,XRVL3,2020-01-17 15:38:39
25UTS,45.18,2020-01-17 11:53:29,,DSBX4,M4XIF,CA,BSR9371,H6QG4,2020-01-17 20:44:37
Z5RK3,96.74,2020-01-17 12:19:05,2020-01-17 17:47:15,9KD2Q,ZX4MJ,CA,831 SZG,SV681,2020-01-17 23:29:11
KPM93,244.71,2020-01-17 12:59:52,,P12JX,OVU9W,VA,089RN,I77FZ,2020-01-17 17:44:29
8NU5W,17.40,2020-01-17 20:45:21,2020-01-17 21:22:06,GWPT3,2Y183,ME,774 YPJ,6J0JD,2020-01-17 22:18:40
M1R2Y,14.00,2020-01-17 22:37:11,,MPSWT,U9CJS,RI,394 THI,SJCSG,2020-01-18 02:47:25
5J0ZG,25.90,2020-01-18 00:03:24,2020-01-18 00:35:24,EGCJL,6U3UC,CA,N82-73L,E5SJO,2020-01-18 03:05:05
JFK3Y,11.00,2020-01-18 00:35:59,,5OJHN,2KFTE,CA,7LH I08,W6J6J,2020-01-18 01:18:25
MC1BZ,54.10,2020-01-18 03:56:54,2020-01-18 05:48:54,1LPRQ,CVTAH,CA,3LQ N96,X52OV,2020-01-18 05:57:51
AQO6F,9.80,2020-01-18 05:41:13,,AJLYB,AVLMD,CA,W29 0WR,BNDY3,2020-01-18 13:35:35
EW9TN,46.62,2020-01-18 05:59:41,2020-01-18 10:07:58,6CZ88,4PEFS,IA,10C•000,D08TS,2020-01-18 13:09:31
F89JO,26.25,2020-01-18 07:35:47,2020-01-18 13:17:08,WJZ3U,AU3T5,CA,JHI 323,LQNUN,2020-01-18 18:38:30
13R4X,18.48,2020-01-18 09:04:15,2020-01-18 14:28:23,E4SA1,7WK8W,CA,78T I83,4FJF2,2020-01-18 15:24:30
72SUL,4.48,2020-01-18 11:07:25,2020-01-18 11:58:15,4JCXF,O1SC4,TX,HWV-3397,XUMD8,2020-01-18 15:59:46
KQW44,36.52,2020-01-18 12:15:09,,XJLZD,X2MYO,PA,8OZ V10,ZQ79W,2020-01-18 20:57:28
7UAZ5,102.62,2020-01-18 12:53:15,2020-01-18 13:21:19,0W3L0,BUIDR,CA,3O E8872,7O7TI,2020-01-18 17:35:58
LBDWE,56.10,2020-01-18 15:27:57,,YI7I5,IMF2R,IA,MA 1991,JEIY9,2020-01-18 19:05:48
I87HC,24.44,2020-01-18 17:41:59,2020-01-18 22:03:58,PWAXM,O17EK,CA,983587,C7KJY,2020-01-19 01:38:15
OYNMY,101.92,2020-01-18 17:48:32,2020-01-18 18:57:34,FECS9,MLKMR,CA,483UGA,9JYTW,2020-01-18 21:25:11
Q5JF7,86.00,2020-01-18 19:24:47,2020-01-18 23:08:45,JU4V4,8FZE6,IA,10C•000,UTTGU,2020-01-19 01:23:00
5FQX9,75.78,2020-01-18 20:21:29,,33QBI,9N633,MA,CIO7338,VDLRR,2020-01-19 04:40:07
UK7ES,8.91,2020-01-18 23:24:07,2020-01-19 02:38:38,8SJGW,ECOXA,CA,28-M799,O7HYF,2020-01-19 03:32:56
5QFHZ,8.60,2020-01-18 23:24:21,,Z7OCZ,KUGE3,CA,6O367,4SRHC,2020-01-19 02:07:54
UCXBS,13.04,2020-01-19 00:28:43,,8YNMD,0CZE6,CA,81MG198,WCD8M,2020-01-19 05:34:59
RUPWQ,13.45,2020-01-19 03:28:20,,LPO97,QIHF4,CA,481TB,KZ3J0,2020-01-19 12:17:26
MW7AV,108.60,2020-01-19 03:33:14,2020-01-19 07:25:00,4E7H5,QFT7M,MO,429QSS,T5RSD,2020-01-19 09:36:20
91UQP,65.70,2020-01-19 03:55:39,,YWW1E,KS373,CA,339 1024,EFZC1,2020-01-19 08:14:02
Q1VMQ,10.10,2020-01-19 04:04:46,,8ZN1Y,ZTMRS,CA,4QD I15,7NOQY,2020-01-19 11:02:19
BV4MX,83.18,2020-01-19 04:48:43,2020-01-19 06:47:46,56318,QCU4H,CA,164 1UG,R5Q61,2020-01-19 07:36:19
1Y8XE,10.70,2020-01-19 05:05:55,,S7POT,LI1MW,CA,KFC5218,3SYPO,2020-01-19 10:36:19
4YES4,49.38,2020-01-19 05:22:49,2020-01-19 08:13:22,8UQR4,P88X5,CA,914QPU,FIY4K,2020-01-19 10:12:23
3C99P,31.68,2020-01-19 06:15:21,2020-01-19 09:10:01,NLW1W,B64DW,RI,WMJ1658,BOMU1,2020-01-19 09:44:07
45EW8,57.58,2020-01-19 06:27:36,2020-01-19 12:22:57,NUPF8,CU0NU,CA,5HX 658,P6OR7,2020-01-19 17:07:54
EEVCK,233.00,2020-01-19 07:26:53,,Z9C3R,L9T2C,CA,PEC-4751,S21WE,2020-01-19 14:08:40
4RMIV,6.60,2020-01-19 08:33:57,2020-01-19 13:04:00,8TKDC,C4FE1,CA,G60-53J,SZI3N,2020-01-19 15:03:57
CM2B1,78.48,2020-01-19 10:40:36,2020-01-19 12:38:05,XA7AG,34DA5,CA,32D 8876,OSKEM,2020-01-19 13:54:30
VNO3G,27.63,2020-01-19 10:47:52,,HD2FZ,UOLM7,CA,4ZW3765,A7FI5,2020-01-19 21:14:48
I1VSX,13.32,2020-01-19 14:49:24,2020-01-19 16:07:31,7G30P,JBMUS,SD,94-E537,AULSB,2020-01-19 18:24:29
VFNJ3,55.62,2020-01-19 14:59:10,,42EDY,DSV00,CA,0Z824,13BNE,2020-01-19 19:19:00
L092D,20.23,2020-01-19 16:37:00,,5H31M,1N1RG,CA,458 QFM,4SRHC,2020-01-20 02:40:51
4U8WV,120.69,2020-01-19 18:53:27,,8H7NB,OWDJI,CA,1H 4T5JSX,J3JKM,2020-01-20 00:56:20
GGBPJ,39.20,2020-01-19 19:03:35,2020-01-19 19:58:53,TZJTD,HKQJE,CA,919 ORL,G28Y1,2020-01-19 20:26:51
AU0TX,14.67,2020-01-19 19:33:26,,PFAHC,6ZNYY,TX,39E KP2,HT30U,2020-01-20 01:02:22
LE0AN,6.96,2020-01-19 19:59:29,2020-01-19 21:40:37,TP0RZ,LWJZW,AR,429-LVS,0HKZ3,2020-01-20 00:11:06
5F0ZJ,107.64,2020-01-19 20:23:17,,6U49W,T8JDY,PA,266-590,OXPXL,2020-01-20 06:15:08
PJ6BB,85.20,2020-01-19 20:56:11,2020-01-20 01:54:07,4YWJT,5IBDJ,VT,8301,HAGUN,2020-01-20 02:58:33
16MV0,10.38,2020-01-19 21:23:52,2020-01-20 00:49:31,ZAH6Q,2Y183,CA,7G QL881,6J0JD,2020-01-20 01:49:11
X699X,64.44,2020-01-20 01:00:14,2020-01-20 01:08:51,83CDB,YGVB3,MO,459 EAF,54BW4,2020-01-20 05:18:29
IJ56T,50.61,2020-01-20 02:58:36,2020-01-20 05:34:51,6PI7K,DX7SM,DC,LVP 111,WEUEN,2020-01-20 06:49:17
K2VAJ,55.12,2020-01-20 03:09:01,,ATFYB,BIWA5,CA,OTT 3189,0PHNB,2020-01-20 04:18:25
LJMYT,21.70,2020-01-20 04:43:05,,Q4O62,763SO,CA,8V EL363,VK7PW,2020-01-20 07:10:44
UXEC3,38.28,2020-01-20 06:56:42,2020-01-20 11:28:16,JC89U,UUR4D,CA,8VC4691,BSSBT,2020-01-20 11:35:23
0XBXI,49.92,2020-01-20 07:15:57,,SB4RN,PNM5I,CA,1SJ 672,8YOR0,2020-01-20 10:18:14
3XUW9,90.54,2020-01-20 07:16:22,,2WA1R,JWUY2,CA,6RW 307,B6UIN,2020-01-20 12:33:38
XPFTT,11.16,2020-01-20 07:55:50,,UTU6N,55RP5,MI,884-AQG,X17J6,2020-01-20 09:28:51
DYSHZ,130.56,2020-01-20 08:57:49,,DH6TE,Y6A6U,CA,MWF 132,K7GAU,2020-01-20 12:40:22
12QGT,10.26,2020-01-20 09:10:52,2020-01-20 13:10:05,9M2CI,O9T0E,CA,133-KKN,4CZ4G,2020-01-20 16:21:49
Y2BW5,121.42,2020-01-20 11:40:35,,ZSA3A,8JKF9,CA,HTD-2922,TMZ9R,2020-01-20 16:52:45
KX0WE,36.40,2020-01-20 13:19:44,2020-01-20 13:30:54,XCOZ6,5HHJ1,CA,46-HU91,W6J6J,2020-01-20 17:42:05
U99DV,60.75,2020-01-20 14:07:36,,YSQEO,GSWLM,GA,LAS 649,UGLK2,2020-01-20 16:49:48
SFDC4,24.76,2020-01-20 14:46:14,,9503W,OOHUA,CA,3-7086Q,0K71G,2020-01-20 16:53:47
84EZJ,135.30,2020-01-20 15:21:14,,202X2,VOMZD,CA,Z70-MSK,JSH16,2020-01-20 19:38:22
YXBAL,48.16,2020-01-20 16:46:32,,R5REE,FQFAD,OH,9194,8J54U,2020-01-21 01:56:48
TIOWM,6.81,2020-01-20 17:19:32,,25B2N,10UCS,CA,6ZS52,28JE8,2020-01-20 23:42:30
KZDSX,136.59,2020-01-20 19:21:32,2020-01-21 01:07:22,NRY83,F3VXL,CA,KNB 817,0BJDN,2020-01-21 06:06:56
E34OM,20.77,2020-01-20 22:03:11,2020-01-21 02:02:53,ORL5N,0CKPE,NY,FEW-387,1RMXY,2020-01-21 04:24:08
BHWI8,22.04,2020-01-20 22:34:07,,U2V5L,4H3OB,NH,1ES 991,4AOVR,2020-01-21 05:27:31
DYT8T,10.88,2020-01-21 00:17:55,,4SEDM,W90RP,CA,TC-4703,FX0RG,2020-01-21 10:54:09
XD08H,7.08,2020-01-21 01:33:19,,5AOX8,QNBDK,CT,456-REK,B5XT7,2020-01-21 06:22:21
HYX5A,5.10,2020-01-21 02:15:23,,0ORDD,YUQSE,CA,TYL-059,6DT5L,2020-01-21 09:19:36
SI8C0,23.12,2020-01-21 03:07:19,,7NH4D,AIS2H,CA,5TU2486,SFZ1F,2020-01-21 11:02:07
A6ZKR,11.67,2020-01-21 03:27:40,,MB6UJ,B1ZPP,CA,5N L6349,FIB83,2020-01-21 11:34:00
PIERF,73.50,2020-01-21 03:34:04,,O5NC8,703M1,CA,9RUO627,XF7JM,2020-01-21 10:52:54
XXDDD,38.51,2020-01-21 03:54:36,,O4YIJ,1BYHY,AZ,RGY-5153,17KE2,2020-01-21 11:18:12
EMYOQ,11.70,2020-01-21 06:11:25,,B5YXZ,QEEUO,CA,67I P99,QTB4W,2020-01-21 13:54:03
Y85M9,46.10,2020-01-21 08:44:57,2020-01-21 13:01:07,7ZE3A,9M2CI,CA,0508 LV,FW8ZT,2020-01-21 14:35:46
F5X57,49.59,2020-01-21 10:47:16,2020-01-21 11:37:51,M3UCL,8XEJM,CA,503MI,WBLFY,2020-01-21 14:03:05
NO4J2,26.34,2020-01-21 11:05:04,,UFQWM,0DT9P,CA,073V1,RWK79,2020-01-21 12:50:53
JGPZ6,122.48,2020-01-21 11:18:37,2020-01-21 14:24:47,F3RXR,PNTR7,CA,2D FG735,VF8FD,2020-01-21 16:05:32
4OECM,24.29,2020-01-21 11:53:13,2020-01-21 11:54:44,SNFD8,TPYL7,CA,FTX 817,NT8S6,2020-01-21 14:53:58
DIWNM,246.40,2020-01-21 12:33:11,2020-01-21 13:37:32,GISB8,1P85K,ND,HHH 149,ZRSN5,2020-01-21 15:31:47
75YQ6,12.94,2020-01-21 13:14:28,2020-01-21 16:06:50,VI6KZ,6VW4T,RI,T64 4QF,LHSWE,2020-01-21 17:12:12
6OWXT,80.92,2020-01-21 13:23:40,2020-01-21 18:20:12,OG7QG,JLVC3,CA,0-Z9536,WGN08,2020-01-21 21:16:58
3MA9O,16.50,2020-01-21 13:46:14,,TJ28B,6U497,CA,0736 VI,AULSB,2020-01-21 23:29:06
9ZE4G,59.10,2020-01-21 14:31:16,2020-01-21 20:26:28,DFQHP,HR35R,CA,075 WKG,0K71G,2020-01-22 01:42:43
S9WAA,34.86,2020-01-21 15:03:12,,8R8K5,UERUY,CA,70H 951,P8OG7,2020-01-21 22:09:47
7NZBF,54.16,2020-01-21 15:52:50,2020-01-21 21:50:35,V3FIM,OWDJI,MT,ZYQ 930,J3JKM,2020-01-22 00:58:47
X1CCI,17.15,2020-01-21 17:45:51,2020-01-21 19:59:04,DQH6S,PNM5I,CA,N38-YRY,8YOR0,2020-01-21 22:50:45
3O58P,4.96,2020-01-21 19:14:48,,3Y83L,HW4LH,CA,HRO 939,4SM88,2020-01-21 22:41:38
AAZEH,8.91,2020-01-21 19:15:11,,5HCIY,QFT7M,CA,SRN 689,T5RSD,2020-01-22 03:08:38
MC2V0,26.46,2020-01-21 20:53:31,,3Z8YM,R9HR3,MT,POV 1829,G626N,2020-01-22 02:18:25
BX04A,33.62,2020-01-21 20:56:51,,87DJH,JRNWX,GA,7TT 444,X3WXV,2020-01-22 03:23:45
4RGIM,56.88,2020-01-21 22:02:01,,1E6Q8,W5GOG,CA,814508,FCR45,2020-01-22 02:31:03
MMSLF,165.27,2020-01-21 23:50:56,,CEKY5,FOC3C,CA,Y 149551,WW9OJ,2020-01-22 02:32:11
VO18F,9.63,2020-01-21 23:59:55,2020-01-22 05:01:33,WETX0,LO7O1,CA,93I S89,72SK6,2020-01-22 06:41:54
LVL8X,40.80,2020-01-22 00:18:11,,9R8KA,6DZ19,CA,GJ7 4031,JR3IY,2020-01-22 07:08:39
NSRCY,18.51,2020-01-22 00:47:09,2020-01-22 02:45:42,O5NC8,JNF81,CA,9RUO627,OL2N6,2020-01-22 06:07:24
8AK2T,65.87,2020-01-22 01:06:21,2020-01-22 01:41:35,MDM2Y,1RBTZ,CA,121 PKP,78UQA,2020-01-22 06:26:33
FV6G7,4.09,2020-01-22 01:57:32,,DOW9Z,D3S55,IN,848 ZFA,F0ERJ,2020-01-22 06:49:26
B1X5T,166.74,2020-01-22 02:01:57,2020-01-22 02:05:44,3POUC,J6W0N,CA,4-92994,HI9JV,2020-01-22 07:04:16
BZN55,70.25,2020-01-22 02:52:56,2020-01-22 07:49:32,ZC5ND,OWDJI,CA,3P 1Z4RPD,J3JKM,2020-01-22 11:59:38
JPACX,177.57,2020-01-22 03:27:26,2020-01-22 05:20:17,ZSO30,TXQUR,CA,AKU-7045,95P3J,2020-01-22 07:02:49
AQQQ9,30.15,2020-01-22 05:18:22,,9N9ZZ,2KFTE,CA,SD-5556,W6J6J,2020-01-22 07:32:31
T84H5,304.68,2020-01-22 05:50:19,2020-01-22 09:14:41,N81G1,1TMXQ,MD,605BOS,49TNX,2020-01-22 15:09:10
D71QD,52.22,2020-01-22 06:01:50,,MW6GX,G80XK,CA,REM 871,KGVM4,2020-01-22 10:46:30
7AYCH,5.93,2020-01-22 06:31:43,2020-01-22 10:28:46,7EXWH,MX4YW,MT,RUA-0553,BIBX4,2020-01-22 16:24:43
TYFZG,6.93,2020-01-22 08:25:54,,B1ZPP,AVLMD,CA,7S M1423,BNDY3,2020-01-22 14:52:11
WRSCO,10.98,2020-01-22 08:52:43,2020-01-22 14:26:56,FNU50,3CI1F,CA,JAY-7432,AGFF1,2020-01-22 15:31:50
SPOWY,18.12,2020-01-22 09:05:24,2020-01-22 13:25:59,1YS0I,ECOXA,NV,J82-74S,O7HYF,2020-01-22 19:03:20
2DL1F,45.72,2020-01-22 10:04:50,2020-01-22 10:43:30,NA40X,2UAZO,CA,QCF 347,4AOVR,2020-01-22 15:51:23
UXBHF,104.22,2020-01-22 10:27:47,,TWA8O,34DA5,CA,NUG-922,OSKEM,2020-01-22 18:56:13
Z7TX6,18.36,2020-01-22 11:19:32,,577DF,KY1VR,CA,2DJL130,75EWH,2020-01-22 20:04:03
RG267,54.13,2020-01-22 11:41:33,,A1K8L,LZHSE,CA,722S,UIZ5X,2020-01-22 16:59:34
TM2D9,92.49,2020-01-22 12:11:18,2020-01-22 17:55:20,VS57S,C3VBR,NC,949-YXZ,792C7,2020-01-22 21:27:30
9KP1C,89.84,2020-01-22 12:14:27,2020-01-22 15:41:27,X1STD,UB1BJ,CA,829 2HE,Z4BL7,2020-01-22 15:47:20
TZDK8,41.20,2020-01-22 15:12:20,,URRR0,18CPE,CA,J68 7HJ,CD9S9,2020-01-22 22:20:35
E5G1Q,6.77,2020-01-22 15:40:29,2020-01-22 20:41:51,KXPC6,CNPV2,CA,015 4TO,TXYM4,2020-01-22 20:48:49
7OZGK,24.36,2020-01-22 17:38:42,2020-01-22 18:11:13,NMNWQ,QEEUO,WI,3LQ6406,QTB4W,2020-01-22 22:41:27
P4NFV,27.78,2020-01-22 18:37:01,,8T2WF,P2D9W,AZ,22-3633A,VDV4X,2020-01-22 22:43:39
IU95T,16.89,2020-01-22 21:29:04,,8K674,PETYC,RI,071 FDH,8L32G,2020-01-23 02:39:38
T600E,75.21,2020-01-22 22:11:14,2020-01-23 01:54:36,UAJOI,GS65P,TX,PCJ-0958,QDQDS,2020-01-23 04:44:10
5PD0C,102.66,2020-01-23 00:32:58,,8A1CK,SD33I,CA,475 3WW,FIY4K,2020-01-23 06:01:07
3X58Z,15.62,2020-01-23 01:19:25,,FZ9NL,1UJX9,CA,DA 55384,SG708,2020-01-23 09:01:37
0ISSZ,101.66,2020-01-23 01:28:26,,AWKZ1,HMAL6,NE,824 ZQN,CTAQ0,2020-01-23 11:02:08
789M5,45.52,2020-01-23 02:15:33,,VFJQ4,LWN92,CA,202-DVU,EZ72N,2020-01-23 06:30:27
2BO72,0.99,2020-01-23 02:39:28,2020-01-23 07:44:10,O06WP,OWDJI,RI,362485,J3JKM,2020-01-23 12:28:15
G4W1M,7.12,2020-01-23 03:47:25,2020-01-23 06:20:21,EL6UJ,XRCX9,CA,1HP1663,16G9G,2020-01-23 10:48:26
