customer_id,order_id,total_price,time_placed
XWSFF,1EQ1C,35.82,2020-04-05 23:14:47
9KB0Q,N2W8P,107.15,2020-04-05 23:20:52
N1BJG,VSQ1R,17.34,2020-04-05 23:21:17
6F1KL,JLSGK,151.85,2020-04-06 00:07:46
7PB94,K1WDC,68.04,2020-04-06 01:04:36
MWQLG,V0UXQ,20.08,2020-04-06 01:33:33
0NOQ8,4H80N,28.32,2020-04-06 01:37:45
0S0Z5,Y4ZSI,66.75,2020-04-06 01:47:32
Q3G0X,JTUSE,190.75,2020-04-06 01:56:19
DFDAI,5CYTG,3.41,2020-04-06 02:59:50
XGIEI,TH4N3,170.94,2020-04-06 03:34:31
5A51Z,339PB,15.60,2020-04-06 03:53:50
5H31M,6M37Y,144.77,2020-04-06 04:03:11
UTNC3,B8URS,146.91,2020-04-06 04:14:16
INYP0,NFBJ3,61.20,2020-04-06 04:54:03
XGIEI,B087L,39.30,2020-04-06 04:54:46
O2UCQ,T183V,98.35,2020-04-06 04:58:26
W0S1A,JG197,53.23,2020-04-06 05:03:57
BYCXN,WGA7H,83.40,2020-04-06 05:44:32
L3Z3K,Y7M78,45.18,2020-04-06 06:28:57
YWW1E,ZH6UY,24.42,2020-04-06 06:33:26
7G30P,G7QB3,33.68,2020-04-06 06:39:20
OV4NL,BE0NX,55.80,2020-04-06 06:47:17
QEEUO,6D9YX,46.86,2020-04-06 06:47:28
TPXIB,SA6LY,1.62,2020-04-06 06:47:41
93T9U,QVEZ7,10.00,2020-04-06 06:48:49
DJOVX,JLKRA,102.60,2020-04-06 07:09:49
RZOPE,XXL2Q,14.05,2020-04-06 07:32:59
NPPEA,OM2JX,7.30,2020-04-06 07:41:56
MCM2S,GV6JP,137.83,2020-04-06 07:57:51
V9T21,Q3KYW,6.49,2020-04-06 08:03:43
EMML8,U62AV,63.00,2020-04-06 08:19:55
Q94DA,PATT1,14.40,2020-04-06 09:54:10
NRAII,5F5E1,11.91,2020-04-06 10:01:29
FY34F,33CS6,27.18,2020-04-06 10:12:33
FOAYZ,RKDK2,80.60,2020-04-06 11:37:18
1FG7T,DMH13,95.04,2020-04-06 11:46:07
RSGXC,RG48G,11.50,2020-04-06 11:50:16
TY6OR,E2VYF,24.08,2020-04-06 12:07:47
2CZTS,DC1PS,59.85,2020-04-06 13:02:40
ECLZ0,WKJ12,11.44,2020-04-06 13:05:31
KP2RE,H2H37,212.76,2020-04-06 14:03:59
IKRNK,TS92G,16.38,2020-04-06 14:17:36
PPECZ,1VLXY,70.70,2020-04-06 14:52:07
NYHZC,MV106,66.69,2020-04-06 15:24:39
095NV,OOMZY,9.92,2020-04-06 16:41:16
XORXN,AW1PL,7.56,2020-04-06 17:13:37
YZMJM,G638O,6.93,2020-04-06 18:01:54
UGJ9B,ZGKC0,200.86,2020-04-06 18:23:41
PVD8S,AVPMI,23.15,2020-04-06 18:48:57
ZADSK,XAPRS,24.61,2020-04-06 18:51:41
0TFDB,PLQ1W,38.70,2020-04-06 18:53:26
ET310,87SUW,66.90,2020-04-06 19:26:52
1LPRQ,Q3UR2,9.40,2020-04-06 19:36:19
2E5XK,7N9XR,13.29,2020-04-06 19:45:24
ZTY8Y,Z6643,4.97,2020-04-06 20:02:23
RGB9R,IBJZF,29.61,2020-04-06 20:33:37
LL650,Y8JK3,34.52,2020-04-06 20:41:36
PTFVP,06O23,16.16,2020-04-06 21:05:54
SZ33U,CATVT,16.60,2020-04-06 21:26:24
MJRBS,ERW8U,44.01,2020-04-06 21:52:16
1FG7T,C45PN,127.90,2020-04-06 22:30:09
MM954,TH7U5,9.85,2020-04-06 23:12:10
52D2G,73RN6,120.40,2020-04-06 23:26:57
QA55Z,86YTT,6.09,2020-04-06 23:35:46
ZI3K7,JGWM0,3.88,2020-04-07 00:15:51
GHMOP,T5X9F,60.60,2020-04-07 00:23:56
ZN6KL,IW24L,86.84,2020-04-07 01:00:49
CEZ02,VAE84,93.52,2020-04-07 01:09:44
SPU5K,YQUM3,97.20,2020-04-07 01:17:25
MJRHO,388UQ,91.10,2020-04-07 01:38:57
2VTRQ,EPALM,216.43,2020-04-07 02:25:39
U272F,4IVIX,20.10,2020-04-07 03:00:21
JDXPX,CFCXU,61.56,2020-04-07 03:25:53
DMQ5Z,U7Z7O,14.70,2020-04-07 05:40:15
XEK24,RNXVW,19.90,2020-04-07 06:28:49
MQDZS,HGYKJ,351.45,2020-04-07 06:34:54
O9DE0,3S3UT,45.75,2020-04-07 06:44:07
QXU11,J0Y1H,22.00,2020-04-07 06:48:17
O8DJC,X1AD0,107.73,2020-04-07 07:41:33
GU88F,RGUFJ,14.28,2020-04-07 07:53:55
6GC3S,U8QRB,37.56,2020-04-07 08:47:21
J31DX,0QVG8,166.22,2020-04-07 09:03:54
86QII,6ZKLH,56.34,2020-04-07 09:33:17
A4AW1,PUX53,6.45,2020-04-07 10:07:33
GO41U,H39OL,3.92,2020-04-07 10:27:36
BKP2E,TNRH9,68.64,2020-04-07 10:51:49
KXHMN,KC9DD,43.54,2020-04-07 10:59:16
K5FQG,UMCRA,17.52,2020-04-07 11:20:52
X087B,ZYIQ8,28.08,2020-04-07 11:36:58
ARRQH,QLJM7,3.92,2020-04-07 13:39:06
WSBWH,ZT5ZQ,6.80,2020-04-07 14:06:49
NH2ZF,NXAVL,18.54,2020-04-07 14:35:52
2BZ1L,DAZXC,82.40,2020-04-07 14:50:37
4O1ZC,H3OKN,24.16,2020-04-07 15:40:31
GRJJ9,2HZX1,26.64,2020-04-07 15:46:47
S6T7S,TIY6T,141.90,2020-04-07 15:49:26
DS39Q,4YB4T,17.52,2020-04-07 15:56:35
W5GOG,M9Q50,14.90,2020-04-07 16:25:38
EJS8N,ND0EW,27.88,2020-04-07 16:35:53
8HSJO,WCV41,273.42,2020-04-07 17:12:59
WDHQ0,7E5YP,8.33,2020-04-07 17:13:46
6RXFG,8VP5Y,321.57,2020-04-07 17:17:31
ICPQZ,EZVEM,26.64,2020-04-07 18:01:02
9HAR4,7KLOH,65.88,2020-04-07 18:19:15
ZGRHM,SJWAS,23.88,2020-04-07 19:58:25
JZZJB,KCNZ9,12.08,2020-04-07 20:04:27
KH3BK,JW7EY,10.40,2020-04-07 21:11:20
JSX1I,N8SNE,48.75,2020-04-07 21:46:13
8YR3Y,TWI5D,16.80,2020-04-07 22:02:26
QD7DC,HSBAT,3.02,2020-04-07 22:44:16
8A3A4,AHX38,35.49,2020-04-07 23:32:07
GW4T1,NSH97,145.82,2020-04-08 00:04:49
Q6LY0,6GGWO,86.38,2020-04-08 00:09:52
SO8QM,E1TBI,18.06,2020-04-08 00:36:10
Z308T,IUUUT,91.68,2020-04-08 00:38:26
X4VFD,MD5L3,17.67,2020-04-08 01:11:13
5IBDJ,49C9M,27.44,2020-04-08 01:11:50
BVNDW,4TY1R,19.40,2020-04-08 01:35:39
HC5BE,GFM36,17.84,2020-04-08 02:12:08
8T78C,FU2E1,23.70,2020-04-08 02:49:05
WMURN,FMNEV,122.98,2020-04-08 02:58:48
8IGDA,PXRVU,22.74,2020-04-08 03:10:03
58TC9,26NSB,23.64,2020-04-08 04:38:10
8T4RF,9WPU4,6.24,2020-04-08 05:41:38
EIYQ8,ODHA3,18.40,2020-04-08 06:13:38
GRJJ9,2MTNH,67.51,2020-04-08 06:41:41
B2Y1Q,OHFYA,38.98,2020-04-08 06:44:18
W0S1A,IS7N4,39.95,2020-04-08 06:47:02
LW8IT,7ZWZG,131.26,2020-04-08 06:48:57
H4L7C,DBDKB,7.56,2020-04-08 07:06:16
SP00A,ZIL2V,18.64,2020-04-08 07:33:27
72KWB,AT6B2,16.00,2020-04-08 08:14:20
HD2FZ,1Q65Q,217.46,2020-04-08 09:40:18
3MODL,X3A5G,24.88,2020-04-08 09:45:52
BTXH7,J5KLT,15.87,2020-04-08 10:34:50
PVILZ,VNVBA,56.02,2020-04-08 10:46:31
86QII,7DTJ1,57.68,2020-04-08 11:00:08
Y5B0M,NMEZL,19.40,2020-04-08 11:09:48
N17HT,8U5HQ,14.40,2020-04-08 11:49:27
CFXO7,4HVMG,212.70,2020-04-08 12:12:46
XJUVO,GMLD3,27.30,2020-04-08 12:23:12
2C3OT,HRI2C,105.60,2020-04-08 12:23:19
SH5UQ,ZKA59,39.06,2020-04-08 12:32:52
5DX5J,9GH2O,37.70,2020-04-08 13:00:34
XHRE3,QI69H,1.06,2020-04-08 13:00:39
LIRW2,4TDUO,103.56,2020-04-08 13:18:08
HR35R,UAMID,48.20,2020-04-08 14:07:01
OEJ30,I6X5B,110.35,2020-04-08 14:15:36
TSSZD,FHXNJ,8.70,2020-04-08 14:55:48
QW53C,522U1,5.94,2020-04-08 16:06:08
RF32C,50EDS,45.14,2020-04-08 16:58:42
4C4VM,X6M3A,89.52,2020-04-08 18:16:43
VN08F,HKVTC,92.46,2020-04-08 18:19:59
BQNPH,DHH8D,28.05,2020-04-08 18:45:58
G2Q4I,RMZ4U,10.69,2020-04-08 18:46:38
PPECZ,I3O53,13.26,2020-04-08 19:07:54
YI7I5,YPRTF,286.76,2020-04-08 19:29:36
MIWF5,WY4W6,68.10,2020-04-08 19:49:59
7NU74,1YKYK,109.98,2020-04-08 20:29:42
EBV11,IIR3K,55.46,2020-04-08 20:33:07
514WO,ZHU7V,8.91,2020-04-08 21:23:54
TGCXG,NP7PF,27.81,2020-04-08 21:24:27
R2992,HD1AF,11.52,2020-04-08 21:42:04
QTJW9,GF8QS,13.35,2020-04-08 21:46:11
HZUF2,W2PH1,92.00,2020-04-08 22:13:15
9I4E7,WI1DF,11.82,2020-04-08 22:41:46
K3PE1,75YWR,13.94,2020-04-08 22:57:43
W8G0P,MSFWV,10.80,2020-04-08 23:30:13
QBG8L,EJ7OF,11.13,2020-04-08 23:49:03
RF0D5,3MUY6,5.94,2020-04-09 00:21:10
KMK3F,C0YUF,9.88,2020-04-09 01:29:47
CP4JE,V6QWD,5.90,2020-04-09 02:48:23
N4U35,PUWH3,18.90,2020-04-09 02:56:39
7RAN5,PRX2J,101.07,2020-04-09 03:38:17
P3JMP,383MP,14.16,2020-04-09 05:22:13
E27EG,GNLL9,4.68,2020-04-09 05:46:45
J31DX,YE0WW,82.00,2020-04-09 06:07:21
BFO2O,8V3RD,34.80,2020-04-09 06:08:46
PCN8U,DT3A6,8.91,2020-04-09 06:20:57
50OUA,9WG9Y,11.79,2020-04-09 07:17:36
DPWQ5,Z8LTQ,80.64,2020-04-09 08:14:52
W56Q1,D65TT,7.58,2020-04-09 08:25:11
I3NZB,NQYFE,15.48,2020-04-09 08:39:59
327IB,JUBTM,38.85,2020-04-09 09:43:38
5J1L3,12O05,267.52,2020-04-09 10:21:33
4P9F1,1W7VS,29.80,2020-04-09 10:27:56
0HGKQ,QE672,54.09,2020-04-09 10:31:11
O4HJJ,70EK0,96.66,2020-04-09 10:39:47
QYP5I,25SS4,9.90,2020-04-09 10:44:53
QQ92M,VQ85Y,3.45,2020-04-09 11:31:05
LKXPT,QPMRX,18.70,2020-04-09 11:33:23
89RZ8,E3KG5,85.20,2020-04-09 11:58:56
URRR0,OGOK9,23.05,2020-04-09 12:37:04
0KKNU,BC5TG,23.36,2020-04-09 12:39:13
2FIPT,V3UPA,21.66,2020-04-09 12:44:13
AUYK2,04945,46.90,2020-04-09 13:08:48
OUB9Y,SJB7U,66.42,2020-04-09 13:32:57
MOF3X,93AYX,69.75,2020-04-09 13:38:13
6RTXU,XV9PG,14.52,2020-04-09 14:10:11
25O2S,M45TY,51.76,2020-04-09 14:13:28
HOGTV,7JERR,71.92,2020-04-09 14:29:42
PGCG6,PZBF1,6.70,2020-04-09 14:36:37
ZSA3A,1IJZ8,4.95,2020-04-09 15:14:37
XMKU9,4S1IZ,18.15,2020-04-09 15:24:56
6VCCT,6YXVG,54.64,2020-04-09 15:35:28
UNWNQ,8BTEJ,38.25,2020-04-09 15:45:44
WQVIQ,8N19P,7.28,2020-04-09 16:11:40
H3DB1,N3J0S,39.12,2020-04-09 17:39:03
O4HJJ,TUEQB,14.37,2020-04-09 17:50:20
DGGPT,OZXYL,2.30,2020-04-09 18:01:41
XLY70,FZ6YX,28.29,2020-04-09 18:04:22
GJX6J,3LWXM,35.87,2020-04-09 18:21:24
O44TN,6PG70,38.64,2020-04-09 19:00:40
YSKJW,XZT6F,6.83,2020-04-09 19:36:20
XBLFM,FKYZ9,39.80,2020-04-09 19:56:02
MLGDU,R66DW,102.88,2020-04-09 21:02:56
JLKPB,JF5JB,4.76,2020-04-09 21:21:14
6C3RA,GRARX,4.66,2020-04-09 22:39:15
B1OU4,QWRNB,23.05,2020-04-09 22:39:27
6E25L,KJ9GK,92.79,2020-04-09 23:16:32
YFBMO,BUMGC,44.46,2020-04-09 23:31:05
S12XI,HYHDA,114.83,2020-04-09 23:34:50
Q343T,U8CQ8,9.83,2020-04-09 23:53:32
9WG9G,8V9KX,75.38,2020-04-10 00:39:43
8AG19,A1T19,27.75,2020-04-10 00:52:10
X307G,47H9H,83.80,2020-04-10 01:26:26
Z7M12,62THI,19.54,2020-04-10 01:38:06
KKB66,EFRGE,31.38,2020-04-10 01:48:46
9DXDA,4Q725,22.60,2020-04-10 03:44:57
BB6O6,HWAH1,12.93,2020-04-10 04:22:09
50OUA,9J5G3,23.70,2020-04-10 04:28:38
YBZUJ,7R9I3,14.79,2020-04-10 05:02:32
6491X,JPYNP,73.80,2020-04-10 05:38:42
VU48D,MEAZW,5.42,2020-04-10 06:22:38
QO7OB,9LO6P,11.28,2020-04-10 06:38:25
993FC,UZI59,41.40,2020-04-10 06:58:09
4HVAK,SU4F4,15.00,2020-04-10 08:08:25
6K09K,4P0S7,40.44,2020-04-10 08:27:39
DSXPW,6FKFF,19.28,2020-04-10 09:19:37
AQDP7,TDMV6,21.78,2020-04-10 09:48:10
7MVX1,U0VJV,50.80,2020-04-10 10:10:57
VBHLB,3YKJR,23.23,2020-04-10 10:12:30
K3UZB,E8637,87.99,2020-04-10 10:51:15
G5QFZ,RUNBT,47.65,2020-04-10 10:52:58
UML0P,V8RQ5,55.01,2020-04-10 11:15:44
PXWGX,JR92L,278.98,2020-04-10 11:45:02
126DV,JCJ8X,183.36,2020-04-10 12:04:40
IVAK8,BE5O1,55.58,2020-04-10 12:07:07
W0EUV,DD86R,53.80,2020-04-10 13:34:51
4FEHS,XRB9M,25.76,2020-04-10 13:55:53
6491X,W4AEI,12.09,2020-04-10 13:56:33
O8WX1,SSHYU,39.30,2020-04-10 14:10:53
PZ83Q,GQV9T,16.94,2020-04-10 14:51:30
8PIDX,KPDM7,57.01,2020-04-10 15:14:38
9HAR4,WHBOS,8.46,2020-04-10 15:17:09
PBPZO,L7DZQ,68.72,2020-04-10 15:38:24
D04DJ,5SJ3H,94.84,2020-04-10 16:38:23
0W6WO,9U9OT,52.83,2020-04-10 17:55:49
81ACZ,Z2YDC,65.70,2020-04-10 17:59:15
9Z0B3,GUKP9,32.62,2020-04-10 18:35:36
P9FXA,D3G8H,28.56,2020-04-10 19:11:28
6U49W,4182G,108.27,2020-04-10 19:48:23
JZJX6,GU9VE,22.96,2020-04-10 20:33:46
4ZFYI,TGKQ9,339.56,2020-04-10 20:47:20
R3VZJ,M90A3,1.43,2020-04-10 20:48:51
HKR80,207LJ,43.60,2020-04-10 21:17:34
Z53RP,4AZV7,310.40,2020-04-10 22:39:38
FTMB8,8K545,56.07,2020-04-10 22:46:48
EU4VM,K66W7,20.82,2020-04-10 22:47:28
24MWV,9CLV9,94.10,2020-04-10 23:14:38
Y9SFQ,MTDDP,25.96,2020-04-11 00:33:01
M717J,7HVDY,12.55,2020-04-11 01:00:44
32Z7Y,X5LY8,5.36,2020-04-11 01:47:21
U796E,SQIX7,19.90,2020-04-11 02:13:08
CFPYJ,GYLS4,2.25,2020-04-11 02:33:25
F0JCN,NS4C5,17.76,2020-04-11 03:34:45
Z6ZB0,PWVFQ,10.62,2020-04-11 03:47:32
EEDN2,TYOHT,153.68,2020-04-11 03:52:21
PRXA6,DQSDJ,71.79,2020-04-11 04:07:29
UZTAZ,MJJCF,4.20,2020-04-11 04:08:29
V26OY,18Y7T,70.56,2020-04-11 04:33:23
K6F2O,1GTTS,13.56,2020-04-11 04:52:32
25M7P,Y413W,30.20,2020-04-11 05:10:07
ZJ1L9,DZ0GA,6.36,2020-04-11 06:14:00
E0OH7,53UWU,22.20,2020-04-11 06:32:44
Y5S1L,FB5EB,16.38,2020-04-11 07:57:48
PZ7ZG,01BH1,53.58,2020-04-11 08:27:41
7NU74,5Y64I,28.26,2020-04-11 08:40:49
54MD7,WD96X,14.64,2020-04-11 08:56:31
NP78L,L8UJT,35.85,2020-04-11 09:10:18
R2EGR,GUDZ8,19.04,2020-04-11 09:23:03
NAKB2,E5EC2,57.89,2020-04-11 10:36:33
1VLAA,HOGEC,58.60,2020-04-11 10:39:35
WT0WS,4ZJYN,30.24,2020-04-11 12:48:25
7VMFA,7AQS7,16.34,2020-04-11 13:01:49
2F3UF,ABVDG,65.97,2020-04-11 13:11:13
FSSXT,XI4T2,14.76,2020-04-11 13:14:33
Y9ILH,Z2K2G,39.92,2020-04-11 13:31:37
JWGEJ,E5W73,200.00,2020-04-11 14:51:51
KDTLJ,580SY,149.90,2020-04-11 14:53:31
TXXXT,E1RLA,23.76,2020-04-11 15:36:11
55GU7,66PK0,19.71,2020-04-11 16:38:15
62KTZ,61FKS,75.80,2020-04-11 18:38:51
LMAWC,B6EZN,65.04,2020-04-11 18:49:52
UBJSO,WX4FB,109.44,2020-04-11 18:51:50
VSVTY,X72CB,15.00,2020-04-11 18:54:39
DM1R0,57P39,21.76,2020-04-11 19:17:11
ARP5B,BWRII,46.49,2020-04-11 21:10:14
FE7Q8,Y10DU,82.80,2020-04-11 21:44:48
NTJ7C,NUEHI,57.60,2020-04-11 22:42:35
RNZHO,TEC9R,3.80,2020-04-11 23:00:10
OU66W,8VRQE,57.00,2020-04-11 23:15:33
EIGF6,2JKZI,25.02,2020-04-12 00:11:03
KUWJ4,IV4IC,194.96,2020-04-12 01:01:52
TPV7J,P05QJ,9.52,2020-04-12 01:56:56
EXFCK,SMWM2,363.05,2020-04-12 02:21:28
8IUR5,MH6CY,23.66,2020-04-12 02:33:49
R1CA0,PGU73,4.95,2020-04-12 02:44:52
CLZXV,KQ1C3,9.79,2020-04-12 03:05:58
PFAHC,5G5P6,47.26,2020-04-12 04:21:38
B3U9P,NQM74,153.36,2020-04-12 05:00:49
8SHKP,P2MR8,11.15,2020-04-12 05:11:13
FSSXT,Y6ZEM,263.10,2020-04-12 06:03:06
G2Q4I,PD2YU,51.58,2020-04-12 06:40:57
NKUGP,TTPR5,1.75,2020-04-12 07:16:33
RP5FU,YGZHW,57.21,2020-04-12 07:19:26
TFDGC,GCNFK,46.30,2020-04-12 07:26:17
54MD7,LGORF,8.19,2020-04-12 07:48:03
1C8ZG,9M1LQ,15.64,2020-04-12 09:16:18
C05AP,VQOGW,126.96,2020-04-12 09:17:55
JLJ48,NV0FT,189.72,2020-04-12 09:37:43
RDMDW,Z7AC9,25.40,2020-04-12 09:49:57
ZVQUJ,YN7GP,122.04,2020-04-12 10:07:24
JKCG6,JCKH0,19.32,2020-04-12 11:23:33
PW1LD,RVJ9Z,32.58,2020-04-12 11:35:30
AQ3IX,KFPM0,89.10,2020-04-12 12:07:30
VNJ9U,8CHQ9,8.22,2020-04-12 12:33:59
8SJGW,N7N7A,10.80,2020-04-12 12:49:25
EXFX5,DMFK4,60.90,2020-04-12 13:00:05
HAAGO,NGDL4,50.05,2020-04-12 13:01:18
O139N,N1YB3,36.70,2020-04-12 13:07:42
3WKCP,LM2LA,54.86,2020-04-12 13:29:00
4MSS0,8YUL5,2.91,2020-04-12 13:47:57
GA4M4,CHYUE,77.50,2020-04-12 14:25:15
YSQII,E657Z,37.44,2020-04-12 14:26:56
4YWJT,TPCZ0,5.94,2020-04-12 15:27:41
Z1TRU,SL2LP,51.84,2020-04-12 15:36:20
KBV9N,VW9BG,81.13,2020-04-12 17:15:26
UU862,5BXMV,45.52,2020-04-12 17:43:49
Q3GD0,7P3N5,51.57,2020-04-12 18:01:17
0H632,VWPPB,27.72,2020-04-12 18:04:45
K3DOV,9HIV5,18.30,2020-04-12 18:16:54
VC0FQ,7YVR0,44.06,2020-04-12 18:20:00
PYWOH,19HPR,3.82,2020-04-12 18:20:29
V3ZCW,Y1D24,162.77,2020-04-12 18:28:18
PSRCH,L3NQE,16.65,2020-04-12 18:33:27
PRQD4,ZIIUJ,25.60,2020-04-12 18:36:45
JRNWX,NUK98,73.02,2020-04-12 18:47:49
T3730,2JBX6,25.56,2020-04-12 18:56:14
9G9AB,ECB8Z,42.03,2020-04-12 19:06:55
3PB90,HUR6J,3.68,2020-04-12 19:58:53
474G2,T6V2E,36.06,2020-04-12 20:34:23
TRAN0,B5209,43.68,2020-04-12 21:01:51
OI9CL,ZZOUY,11.56,2020-04-12 21:05:21
OV4NL,5AKB2,6.46,2020-04-12 21:16:57
C61JO,HBUL4,74.10,2020-04-12 21:18:25
4J7O5,FM8JI,40.20,2020-04-12 22:03:18
JWPO7,IB883,216.82,2020-04-12 22:22:19
SO8QM,BZ97C,11.48,2020-04-12 22:54:28
K30OG,YFWBR,51.37,2020-04-12 23:02:27
PZSUM,XUJUM,31.86,2020-04-12 23:27:47
S7XP9,YJBUN,19.62,2020-04-13 00:27:51
2IKZ9,8ESG0,60.40,2020-04-13 00:27:57
ZBJS7,7ZXWC,9.90,2020-04-13 00:39:24
JD9UZ,NPVOA,74.05,2020-04-13 01:22:17
UELNO,YZ1VH,14.28,2020-04-13 01:24:28
OEJ30,P7G3O,64.98,2020-04-13 02:10:12
DT13Y,ZWWX9,10.60,2020-04-13 02:36:16
HXAOZ,8XBA9,72.45,2020-04-13 02:52:39
KYBF4,YO56R,125.58,2020-04-13 02:59:28
EDPIC,UX9CO,24.39,2020-04-13 03:02:52
5XKEO,Y46RI,13.60,2020-04-13 03:33:04
CVRB2,TUIW2,14.84,2020-04-13 03:33:40
T8ZMN,DMHRM,13.58,2020-04-13 03:52:02
D22J7,3DTIZ,51.08,2020-04-13 04:21:45
NJG84,214XB,273.69,2020-04-13 05:34:49
TPKLY,FTUI0,41.43,2020-04-13 05:44:59
6YW9B,2AKK8,368.73,2020-04-13 05:51:18
JKJ3U,FKI0U,88.25,2020-04-13 06:00:26
E5J5A,F0PJ2,35.52,2020-04-13 06:23:29
9AM40,N3FJG,45.00,2020-04-13 06:23:59
2VTRQ,GTGNV,4.95,2020-04-13 06:31:44
X647O,570QH,179.13,2020-04-13 06:34:45
0EFML,4OOTB,40.80,2020-04-13 07:35:00
WUR65,OCKF4,96.89,2020-04-13 08:17:21
DFPXK,R80HZ,114.12,2020-04-13 08:17:26
ED86E,5RPYC,77.98,2020-04-13 08:32:44
O710H,92DY8,74.58,2020-04-13 08:42:56
GRJJ9,5LVWW,63.35,2020-04-13 09:25:54
91H9E,T7A73,121.20,2020-04-13 10:04:44
113P1,DR13P,146.04,2020-04-13 10:05:13
5GLQE,SQHDR,53.73,2020-04-13 10:21:12
RDMDW,VFEJZ,47.55,2020-04-13 10:34:49
SZYR5,7I5B7,9.08,2020-04-13 10:44:30
OBMIR,J4L0J,29.68,2020-04-13 10:50:39
AS6Z3,0OLGT,9.34,2020-04-13 11:27:23
SDJ8A,PSVXX,10.53,2020-04-13 12:37:59
BNJ00,SDGOE,4.32,2020-04-13 12:56:03
YHFGL,VFO1O,31.84,2020-04-13 13:05:43
92XBK,XXDVH,3.36,2020-04-13 13:28:40
TLRJE,0QS54,4.32,2020-04-13 13:59:03
91EK8,CS0FA,2.97,2020-04-13 14:35:15
00JYL,VNAS5,33.65,2020-04-13 15:02:27
U5POR,Q39K3,67.41,2020-04-13 15:22:30
HZR0T,G3G4W,36.99,2020-04-13 15:31:09
3UN1N,9NQQ6,6.07,2020-04-13 16:35:56
WXBMH,1467O,45.15,2020-04-13 16:41:23
B1ZPP,YL5I1,16.80,2020-04-13 16:56:20
0CKPE,ADW3O,26.80,2020-04-13 17:19:47
EWB5F,28SBV,18.88,2020-04-13 17:22:23
TZJTD,SPA7G,123.80,2020-04-13 17:51:28
EU1W2,IDYUH,90.67,2020-04-13 18:15:24
EDPY2,VSKV2,12.54,2020-04-13 18:49:27
NR6GW,D0OK2,8.65,2020-04-13 18:57:39
SU89B,X5YFW,82.92,2020-04-13 19:18:09
BVUB2,00ZHB,25.08,2020-04-13 19:22:28
4JCXF,LO0MI,104.54,2020-04-13 19:36:47
150ID,V2SR8,4.83,2020-04-13 20:02:44
Y4QGH,FDWTJ,305.33,2020-04-13 20:14:27
ARP5B,4QTBU,26.07,2020-04-13 20:27:16
ET310,RKLAR,20.30,2020-04-13 21:10:57
CHDSM,TJGN1,53.00,2020-04-13 21:13:23
B9QER,79XY6,33.05,2020-04-13 21:19:58
RFLYC,F77Q1,132.62,2020-04-13 22:08:32
32PAX,KALJ0,14.64,2020-04-13 22:10:58
N25U8,BSFVC,33.06,2020-04-13 22:12:01
FCJ0R,GRRL2,37.12,2020-04-13 22:23:51
GO5G5,1HSB0,5.76,2020-04-13 22:28:30
OWRTP,LOBBP,222.05,2020-04-13 22:39:32
TTWYV,I70BJ,40.26,2020-04-13 23:24:42
1JLZH,K9KI3,23.46,2020-04-13 23:38:09
N80A2,87UAJ,18.80,2020-04-14 00:22:13
JAM2X,AB7G3,280.62,2020-04-14 00:25:36
SBUV0,2LCQN,39.27,2020-04-14 01:28:29
25ZTM,RC8BI,179.30,2020-04-14 01:32:21
55RP5,ABJIX,82.80,2020-04-14 01:49:26
JST9C,ZAE3W,34.79,2020-04-14 01:49:38
L6DJQ,HVCA7,14.22,2020-04-14 01:57:05
391TA,JFZK4,44.58,2020-04-14 02:21:44
1RD9W,Q6TG5,38.96,2020-04-14 02:27:51
98LWI,AXAT4,30.70,2020-04-14 03:00:38
UZF35,7HN0K,3.96,2020-04-14 03:09:44
OHZIM,X4P30,60.13,2020-04-14 04:39:31
ARRQH,1V5Z4,40.17,2020-04-14 05:08:52
XXT85,CXU6Z,44.01,2020-04-14 05:10:56
1FG7T,JLEVS,29.50,2020-04-14 05:36:46
7C18Y,X1FS8,32.48,2020-04-14 06:22:10
Z40J1,2I8B0,99.09,2020-04-14 06:28:44
ABNDV,L2TG4,21.74,2020-04-14 07:18:31
E1NRN,KSMDA,6.91,2020-04-14 07:31:08
L05TO,ZYBDK,57.00,2020-04-14 08:11:01
7B962,6H8WI,5.71,2020-04-14 08:12:36
D3J0O,FJIL1,38.97,2020-04-14 08:24:49
Z9Y8S,UNMYT,19.71,2020-04-14 08:34:13
XVAT2,Z1CXT,10.47,2020-04-14 08:49:41
BZTG2,VCY2S,81.50,2020-04-14 08:54:29
Q16HF,F4Q7H,141.02,2020-04-14 09:00:45
JC7Z1,P40SJ,0.99,2020-04-14 09:18:52
XKTPD,I0C2N,18.50,2020-04-14 09:34:46
RX2DO,1ZT5S,42.66,2020-04-14 09:37:40
CQJP2,EHRPL,24.45,2020-04-14 10:01:31
Q9C83,OGJ9K,109.90,2020-04-14 10:11:02
BJ750,QRR3Y,38.80,2020-04-14 11:46:06
X8JZG,DKCY6,85.92,2020-04-14 11:46:06
BIWA5,17BT3,8.91,2020-04-14 12:10:38
NX0N0,J1SBO,56.22,2020-04-14 12:19:17
JRV1K,2C6GJ,73.82,2020-04-14 12:56:51
ALQG3,6UEAG,32.38,2020-04-14 13:43:32
HOKUQ,6VRW3,12.23,2020-04-14 14:14:03
3IK4G,ZO9GU,7.24,2020-04-14 14:20:19
J5HOT,NPDUP,7.59,2020-04-14 14:54:34
KFYOB,J7TDS,57.96,2020-04-14 14:58:25
N81G1,X0QZ2,51.57,2020-04-14 15:27:33
C0CRZ,SVELU,85.36,2020-04-14 16:15:54
